# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/S.eubayanus_FM1318/predict_misc/genome.softmasked.fa -o s.eubayanus_fm1318_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m genome -c 28 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092604S1	Complete	scaffold_7	329674	333198	362.2	436
EOG092604ZZ	Complete	scaffold_5	516308	520327	566.2	753
EOG0926051U	Complete	scaffold_9	206151	211460	764.7	1119
EOG092605FC	Duplicated	scaffold_14	238889	242926	890.9	819
EOG092605FC	Duplicated	scaffold_8	675447	679406	888.5	781
EOG092605KN	Complete	scaffold_14	139719	142586	886.2	716
EOG092605OK	Complete	scaffold_7	719166	724160	1873.8	1270
EOG092605QM	Missing
EOG092605T6	Missing
EOG092605VL	Complete	scaffold_8	354639	358926	739.9	855
EOG092605VU	Complete	scaffold_3	299357	303019	265.0	555
EOG092605ZA	Complete	scaffold_14	250519	254826	249.5	506
EOG092606AD	Complete	scaffold_1	1253117	1254418	186.8	298
EOG092606AJ	Complete	scaffold_5	867105	870797	958.0	796
EOG092606CY	Complete	scaffold_15	100377	103940	1022.0	1146
EOG092606O3	Complete	scaffold_2	993209	997405	908.9	633
EOG092606UX	Duplicated	scaffold_1	78893	83564	846.1	904
EOG092606UX	Duplicated	scaffold_12	368973	373154	724.9	875
EOG092606WZ	Missing
EOG0926071Q	Complete	scaffold_10	227959	231237	722.4	969
EOG0926073O	Complete	scaffold_8	452723	456982	1415.7	941
EOG0926074Y	Complete	scaffold_4	184988	188593	1439.3	983
EOG09260779	Complete	scaffold_6	870504	874754	945.5	1106
EOG0926077L	Complete	scaffold_1	1044937	1048809	251.7	608
EOG0926079Q	Complete	scaffold_3	653217	656765	1132.0	877
EOG092607OQ	Missing
EOG092607QZ	Complete	scaffold_2	212171	215422	1015.9	724
EOG092607ZS	Complete	scaffold_12	503871	508271	1269.3	949
EOG092608AE	Complete	scaffold_3	956821	962404	981.8	1020
EOG092608AV	Complete	scaffold_6	503180	506866	902.6	847
EOG092608C4	Complete	scaffold_2	591294	595370	1658.4	1024
EOG092608GK	Duplicated	scaffold_10	611099	614668	400.0	760
EOG092608GK	Duplicated	scaffold_2	928338	934009	385.1	524
EOG092608L0	Duplicated	scaffold_11	180840	184628	1508.1	910
EOG092608L0	Duplicated	scaffold_5	475569	481650	1535.4	908
EOG092608RH	Complete	scaffold_3	858550	861897	555.1	1002
EOG092608T8	Complete	scaffold_5	836794	839709	1178.1	735
EOG092608WI	Complete	scaffold_7	733637	736588	531.4	543
EOG092608WU	Complete	scaffold_7	626933	632695	476.1	755
EOG092608ZS	Duplicated	scaffold_3	996137	999253	1118.6	833
EOG092608ZS	Duplicated	scaffold_5	127423	130590	1117.3	774
EOG0926092K	Complete	scaffold_1	84770	87988	1601.1	912
EOG09260931	Complete	scaffold_6	615600	618707	410.5	571
EOG092609JB	Complete	scaffold_6	449011	452341	782.2	650
EOG092609O9	Missing
EOG092609RF	Complete	scaffold_10	673188	677864	1298.4	998
EOG092609YT	Complete	scaffold_1	779542	782301	808.6	693
EOG09260A27	Complete	scaffold_2	717094	720009	729.5	539
EOG09260A6Q	Complete	scaffold_9	476909	480979	634.4	698
EOG09260A98	Complete	scaffold_4	98883	102707	698.0	833
EOG09260ABY	Complete	scaffold_2	899352	902606	1493.9	941
EOG09260AEC	Complete	scaffold_2	756024	758150	622.4	528
EOG09260APA	Complete	scaffold_7	741456	742941	176.5	335
EOG09260AQB	Complete	scaffold_10	250345	253350	1288.6	792
EOG09260AZA	Complete	scaffold_13	100944	103988	1530.6	844
EOG09260AZK	Complete	scaffold_6	479613	482951	758.6	678
EOG09260AZM	Complete	scaffold_13	233212	236382	1393.5	821
EOG09260B3H	Complete	scaffold_2	973553	976648	606.3	498
EOG09260B3X	Complete	scaffold_4	846536	849397	942.6	677
EOG09260B65	Missing
EOG09260BFE	Complete	scaffold_8	462139	464634	370.1	480
EOG09260BL6	Complete	scaffold_2	1005805	1009011	565.5	532
EOG09260BRA	Complete	scaffold_2	85716	88181	608.9	421
EOG09260BSW	Duplicated	scaffold_1	1003971	1006499	445.4	596
EOG09260BSW	Duplicated	scaffold_7	349459	351987	445.6	596
EOG09260BYL	Complete	scaffold_5	206817	209246	1009.8	560
EOG09260BZ0	Complete	scaffold_10	448889	452210	685.4	724
EOG09260C2V	Complete	scaffold_16	32354	34759	628.1	694
EOG09260C5W	Complete	scaffold_9	38135	45129	873.5	1117
EOG09260CKC	Complete	scaffold_4	15051	18122	689.8	714
EOG09260CMZ	Fragmented	scaffold_2	566919	569113	160.6	233
EOG09260DBG	Complete	scaffold_5	626709	629813	1217.3	752
EOG09260DFH	Complete	scaffold_10	101271	104387	861.8	829
EOG09260DFJ	Complete	scaffold_13	267246	271205	437.8	591
EOG09260DP1	Complete	scaffold_1	445013	448750	1095.1	766
EOG09260DUR	Complete	scaffold_6	708142	711351	477.2	593
EOG09260DUW	Complete	scaffold_6	293796	296894	597.3	685
EOG09260DXP	Complete	scaffold_1	811691	814924	887.5	691
EOG09260E2O	Complete	scaffold_14	214729	217485	1105.2	685
EOG09260E8K	Complete	scaffold_4	62719	65997	1069.5	816
EOG09260EAZ	Complete	scaffold_10	24162	27422	633.7	818
EOG09260EE7	Complete	scaffold_3	405177	408008	958.5	711
EOG09260EOI	Complete	scaffold_16	117188	121006	361.9	715
EOG09260EPQ	Complete	scaffold_10	115823	118717	883.4	630
EOG09260EPS	Complete	scaffold_11	574479	578374	150.3	409
EOG09260EQD	Missing
EOG09260ERO	Complete	scaffold_11	22311	25385	1477.5	883
EOG09260ETR	Complete	scaffold_8	368646	372606	1409.8	819
EOG09260EZT	Complete	scaffold_2	775699	778281	536.5	526
EOG09260FFP	Complete	scaffold_3	165825	167906	257.6	179
EOG09260FKU	Complete	scaffold_3	401252	403261	214.9	316
EOG09260FL2	Complete	scaffold_6	440308	444313	604.2	692
EOG09260FMW	Complete	scaffold_3	911095	914439	1106.1	764
EOG09260FPA	Complete	scaffold_12	344060	348064	754.8	776
EOG09260FX0	Complete	scaffold_2	642644	646348	668.2	806
EOG09260FZZ	Complete	scaffold_5	723125	726217	536.8	702
EOG09260GF5	Complete	scaffold_6	71211	75928	733.9	914
EOG09260GIX	Complete	scaffold_6	23066	25348	426.5	424
EOG09260GKG	Complete	scaffold_1	723501	726422	1184.8	796
EOG09260GOF	Complete	scaffold_9	579655	581870	431.7	366
EOG09260GR8	Complete	scaffold_3	234129	236792	383.7	528
EOG09260H6E	Complete	scaffold_5	458640	460508	309.3	245
EOG09260H81	Complete	scaffold_8	115189	118947	410.7	607
EOG09260HMA	Complete	scaffold_3	792724	795309	1095.9	781
EOG09260HPO	Complete	scaffold_7	704441	707317	1306.0	801
EOG09260HS3	Complete	scaffold_3	441622	444381	591.6	748
EOG09260HSP	Complete	scaffold_13	58784	61318	1062.1	593
EOG09260IU8	Missing
EOG09260J53	Complete	scaffold_9	688313	690601	906.2	591
EOG09260J8F	Complete	scaffold_8	195017	197503	697.2	461
EOG09260J97	Fragmented	scaffold_4	368505	371072	640.7	508
EOG09260JDM	Complete	scaffold_10	329693	331837	322.9	314
EOG09260JED	Complete	scaffold_10	362320	365307	1118.8	739
EOG09260JJW	Complete	scaffold_11	173599	175917	628.0	532
EOG09260JNY	Complete	scaffold_5	833679	837139	267.2	428
EOG09260JO5	Complete	scaffold_3	862111	866109	955.3	820
EOG09260JPV	Complete	scaffold_11	281591	284236	549.0	637
EOG09260JT9	Complete	scaffold_2	119004	122075	1147.8	685
EOG09260JTZ	Complete	scaffold_8	87714	90521	1029.2	788
EOG09260K24	Complete	scaffold_7	767007	769187	728.3	587
EOG09260K29	Complete	scaffold_3	816202	817947	323.2	275
EOG09260K4B	Complete	scaffold_2	670520	673363	695.8	521
EOG09260K4V	Complete	scaffold_2	100072	103182	972.0	791
EOG09260K5F	Complete	scaffold_13	206341	208755	463.6	589
EOG09260KCB	Complete	scaffold_8	538156	540678	340.1	451
EOG09260KCW	Complete	scaffold_9	405314	407476	977.4	570
EOG09260KDB	Complete	scaffold_11	122201	124960	947.5	724
EOG09260KGS	Complete	scaffold_11	357665	360781	383.1	593
EOG09260KIY	Complete	scaffold_13	239466	241840	555.2	361
EOG09260KM4	Complete	scaffold_5	486407	487690	241.8	254
EOG09260KNI	Complete	scaffold_5	731118	732344	314.7	290
EOG09260KNR	Complete	scaffold_11	468859	471084	550.4	437
EOG09260KUC	Complete	scaffold_7	497513	499987	834.8	572
EOG09260KWP	Complete	scaffold_8	30212	32947	729.5	535
EOG09260LBU	Complete	scaffold_12	340597	342900	1074.3	660
EOG09260LI6	Complete	scaffold_14	274013	277057	695.2	646
EOG09260LJ8	Complete	scaffold_8	157488	159506	503.2	445
EOG09260LRX	Complete	scaffold_1	883103	886204	537.3	566
EOG09260LS9	Complete	scaffold_16	146731	147651	366.8	238
EOG09260LVD	Complete	scaffold_5	295921	297480	215.4	307
EOG09260M44	Missing
EOG09260M87	Complete	scaffold_3	866927	869566	740.8	568
EOG09260MBW	Complete	scaffold_3	383159	385747	416.2	520
EOG09260MRU	Complete	scaffold_10	281671	283974	930.7	618
EOG09260N2T	Complete	scaffold_5	415261	417477	377.2	477
EOG09260N53	Complete	scaffold_4	25969	32817	508.0	502
EOG09260NAN	Complete	scaffold_3	273399	277834	181.2	365
EOG09260NC6	Complete	scaffold_4	567336	569612	862.6	553
EOG09260NE0	Complete	scaffold_6	184098	185606	120.9	125
EOG09260NHB	Complete	scaffold_5	692824	696132	302.8	623
EOG09260NHN	Complete	scaffold_1	24796	28248	1156.4	760
EOG09260NJW	Complete	scaffold_13	191171	194002	979.6	718
EOG09260NNR	Complete	scaffold_4	637696	640065	901.5	546
EOG09260NWN	Complete	scaffold_4	110390	113275	756.5	714
EOG09260NXC	Complete	scaffold_5	246889	251651	589.0	538
EOG09260NXJ	Complete	scaffold_9	47435	49960	602.1	683
EOG09260NY2	Complete	scaffold_2	57191	59923	429.8	562
EOG09260NZ8	Complete	scaffold_10	298040	299674	552.6	411
EOG09260OCI	Complete	scaffold_4	308419	311568	246.8	373
EOG09260OE9	Complete	scaffold_3	603991	608001	513.8	758
EOG09260OLB	Complete	scaffold_8	441908	444248	265.3	239
EOG09260OM6	Complete	scaffold_15	153825	156083	1064.3	606
EOG09260OQ8	Complete	scaffold_2	47626	50508	853.3	717
EOG09260OZU	Complete	scaffold_5	773942	778198	522.0	899
EOG09260P2K	Complete	scaffold_10	454716	459023	578.6	550
EOG09260P5R	Complete	scaffold_12	296018	297784	300.6	202
EOG09260PI1	Complete	scaffold_5	506482	508950	387.1	505
EOG09260PJ9	Complete	scaffold_1	298036	302157	393.4	303
EOG09260QNB	Complete	scaffold_8	507862	510129	642.0	574
EOG09260QVP	Complete	scaffold_14	39971	42220	279.6	345
EOG09260R84	Complete	scaffold_13	271895	278122	236.4	305
EOG09260R9L	Complete	scaffold_3	75524	80125	280.6	397
EOG09260RGH	Complete	scaffold_4	757273	759840	603.2	518
EOG09260RNZ	Complete	scaffold_5	618205	621156	371.0	530
EOG09260RRC	Complete	scaffold_3	666110	668449	846.7	577
EOG09260RRN	Complete	scaffold_1	184140	187568	1191.3	765
EOG09260RS7	Complete	scaffold_1	669870	672008	583.3	499
EOG09260RVQ	Complete	scaffold_8	376611	380187	347.2	473
EOG09260S2Z	Complete	scaffold_6	775942	779270	409.6	561
EOG09260S3L	Complete	scaffold_14	246443	248806	324.4	417
EOG09260S5R	Complete	scaffold_11	377896	380052	511.7	414
EOG09260SAH	Complete	scaffold_4	672183	674777	489.4	482
EOG09260SIZ	Complete	scaffold_10	435266	437461	794.5	572
EOG09260SJV	Complete	scaffold_3	907874	910693	810.0	687
EOG09260SL3	Complete	scaffold_2	471433	473772	1058.4	584
EOG09260SR2	Complete	scaffold_13	92041	95133	510.6	691
EOG09260SRF	Complete	scaffold_11	227996	230149	1096.1	605
EOG09260T28	Complete	scaffold_9	128167	131004	696.5	626
EOG09260T4S	Complete	scaffold_6	156922	159702	535.4	473
EOG09260TDY	Complete	scaffold_1	899138	901300	223.2	371
EOG09260THV	Complete	scaffold_2	299176	300726	405.7	302
EOG09260TLW	Complete	scaffold_2	945257	947560	690.8	523
EOG09260TPT	Complete	scaffold_8	223896	226508	323.5	401
EOG09260TUT	Complete	scaffold_2	985383	987638	764.5	485
EOG09260TVA	Complete	scaffold_2	447311	449467	1047.9	591
EOG09260TWS	Duplicated	scaffold_1	238358	240436	913.6	569
EOG09260TWS	Duplicated	scaffold_4	444911	446992	914.0	570
EOG09260U6R	Complete	scaffold_1	213491	216013	708.5	585
EOG09260UA2	Complete	scaffold_4	747014	748756	593.0	422
EOG09260UJK	Complete	scaffold_2	238076	239926	290.7	395
EOG09260UXC	Complete	scaffold_8	40872	43586	526.9	524
EOG09260V5Q	Complete	scaffold_14	26729	29257	913.0	607
EOG09260V8Q	Complete	scaffold_12	467550	470270	308.3	332
EOG09260VCG	Complete	scaffold_6	806677	808518	280.8	276
EOG09260VEY	Complete	scaffold_1	880406	882664	421.2	490
EOG09260VHV	Complete	scaffold_2	980147	982699	504.1	600
EOG09260VTA	Complete	scaffold_3	260318	262105	735.6	494
EOG09260VTN	Complete	scaffold_8	14643	17852	682.4	491
EOG09260VYK	Complete	scaffold_11	426617	428326	651.3	445
EOG09260W52	Complete	scaffold_5	384729	386771	401.9	484
EOG09260W8D	Complete	scaffold_1	470452	472539	644.2	612
EOG09260W9L	Complete	scaffold_9	73688	76240	246.1	192
EOG09260WCZ	Complete	scaffold_1	314311	316641	407.4	547
EOG09260WG2	Complete	scaffold_8	240397	242742	576.0	527
EOG09260WGT	Complete	scaffold_16	84113	86617	616.6	458
EOG09260WU6	Complete	scaffold_1	44346	46715	372.6	444
EOG09260WUA	Complete	scaffold_5	27333	28985	311.8	357
EOG09260WUS	Complete	scaffold_3	472599	475214	554.1	617
EOG09260WYQ	Complete	scaffold_7	418402	420831	918.9	607
EOG09260XH5	Complete	scaffold_10	231490	233094	507.9	376
EOG09260XL0	Complete	scaffold_3	584642	586606	621.8	486
EOG09260XMI	Complete	scaffold_10	534311	536215	541.8	542
EOG09260XOG	Complete	scaffold_2	441170	443296	1007.6	578
EOG09260XQV	Complete	scaffold_6	442972	445029	535.2	440
EOG09260XSR	Complete	scaffold_1	160176	164759	251.8	382
EOG09260Y2Q	Complete	scaffold_6	725414	726694	420.3	315
EOG09260YMF	Complete	scaffold_9	378562	380871	833.0	583
EOG09260Z3X	Complete	scaffold_1	382710	384395	788.5	459
EOG09260Z5E	Complete	scaffold_7	402253	405174	684.2	734
EOG09260ZG2	Complete	scaffold_12	254047	255978	499.5	447
EOG09260ZWU	Complete	scaffold_12	525827	528037	1141.2	621
EOG09261031	Complete	scaffold_2	968103	969524	414.2	342
EOG092610KH	Complete	scaffold_8	635463	637439	678.9	445
EOG092610LP	Complete	scaffold_10	442272	444416	991.1	571
EOG092610LQ	Complete	scaffold_4	390918	392486	342.6	245
EOG092610QT	Complete	scaffold_6	874937	876907	321.1	437
EOG092610TN	Missing
EOG092610VI	Complete	scaffold_5	512227	516018	1264.4	1009
EOG092610ZY	Complete	scaffold_16	49897	52854	1107.5	857
EOG09261127	Complete	scaffold_1	431998	433824	820.0	437
EOG0926112A	Complete	scaffold_4	564097	566994	699.9	763
EOG09261145	Duplicated	scaffold_2	714567	716285	825.0	473
EOG09261145	Duplicated	scaffold_6	793839	795557	827.8	475
EOG0926115P	Complete	scaffold_4	950461	953151	248.7	363
EOG0926115V	Complete	scaffold_4	439034	440737	137.1	201
EOG092611G7	Complete	scaffold_8	175392	177656	647.6	520
EOG092611HB	Complete	scaffold_5	78155	79570	377.2	302
EOG09261225	Complete	scaffold_4	118584	120437	955.3	484
EOG0926129I	Complete	scaffold_3	346475	348448	517.2	476
EOG092612AK	Complete	scaffold_9	383080	385542	412.9	486
EOG092612CC	Complete	scaffold_3	756842	758737	296.4	219
EOG092612J3	Complete	scaffold_9	267218	269089	261.8	437
EOG092612LP	Complete	scaffold_5	362951	365362	765.4	508
EOG092612MY	Complete	scaffold_3	80207	83260	728.4	710
EOG092612XD	Complete	scaffold_1	376938	380015	949.6	869
EOG0926131E	Complete	scaffold_7	474418	475606	535.7	280
EOG0926133I	Complete	scaffold_16	26564	28540	737.3	511
EOG0926137U	Complete	scaffold_3	592389	595016	698.5	588
EOG092613QA	Complete	scaffold_2	947980	949746	408.0	338
EOG092613R2	Complete	scaffold_5	861404	863923	577.6	538
EOG092613S3	Complete	scaffold_10	636215	638095	407.3	297
EOG092613UB	Complete	scaffold_5	630176	634503	556.9	403
EOG09261404	Complete	scaffold_1	216451	220155	484.4	451
EOG0926140Q	Complete	scaffold_1	512768	514804	919.5	521
EOG0926142H	Complete	scaffold_2	576281	578212	501.0	407
EOG0926142Y	Duplicated	scaffold_5	733370	735544	533.8	523
EOG0926142Y	Duplicated	scaffold_7	636750	638990	547.3	518
EOG0926146A	Complete	scaffold_15	46367	49570	711.8	528
EOG09261476	Complete	scaffold_4	569983	573833	437.7	394
EOG092614DJ	Complete	scaffold_6	466545	468248	353.2	319
EOG092614E6	Complete	scaffold_12	226343	228175	869.7	479
EOG092614O9	Complete	scaffold_13	325633	328828	642.5	524
EOG092614UB	Complete	scaffold_3	250692	252485	429.7	326
EOG092614ZG	Complete	scaffold_7	103275	104852	333.7	333
EOG0926158Y	Complete	scaffold_10	295459	297648	396.7	377
EOG092615CC	Complete	scaffold_4	175416	178304	632.9	456
EOG092615IE	Complete	scaffold_5	583554	585878	638.0	522
EOG092615SM	Complete	scaffold_4	332911	335283	667.7	579
EOG092615Y4	Complete	scaffold_10	685867	687624	560.9	388
EOG09261660	Complete	scaffold_11	193314	195188	431.5	417
EOG09261666	Complete	scaffold_4	193467	195539	385.8	471
EOG092616QN	Complete	scaffold_5	885126	887579	618.1	547
EOG092616YZ	Duplicated	scaffold_4	744568	746649	1016.6	656
EOG092616YZ	Duplicated	scaffold_6	330238	332319	1036.0	659
EOG09261727	Complete	scaffold_8	581510	584416	341.1	579
EOG092617AN	Complete	scaffold_6	120301	123825	1218.3	825
EOG092617RN	Duplicated	scaffold_4	31898	37726	1023.5	571
EOG092617RN	Duplicated	scaffold_8	244966	246807	1064.4	572
EOG092617RY	Complete	scaffold_5	829400	831208	244.9	364
EOG092617S2	Complete	scaffold_11	388349	390400	525.6	458
EOG09261801	Complete	scaffold_1	1064021	1065916	333.9	341
EOG092618J9	Complete	scaffold_6	110563	112632	375.1	355
EOG092618M2	Complete	scaffold_6	612976	619278	292.0	277
EOG092618UZ	Complete	scaffold_13	39259	40968	219.8	247
EOG0926195C	Complete	scaffold_1	692695	694833	218.1	421
EOG092619EA	Complete	scaffold_7	758918	760771	670.1	441
EOG092619GP	Complete	scaffold_3	318649	320493	382.9	402
EOG092619L1	Complete	scaffold_5	444204	446054	411.8	388
EOG092619MJ	Complete	scaffold_1	635452	637449	590.8	454
EOG092619NK	Complete	scaffold_6	351069	353012	898.2	548
EOG092619RJ	Fragmented	scaffold_13	56514	58448	534.0	550
EOG092619VG	Complete	scaffold_11	354038	356314	361.8	410
EOG09261A3K	Complete	scaffold_8	180425	183316	969.7	757
EOG09261ABB	Complete	scaffold_9	623853	625904	491.8	431
EOG09261ACJ	Complete	scaffold_5	470628	472493	258.2	438
EOG09261AH9	Complete	scaffold_16	98003	99898	631.7	497
EOG09261AMX	Duplicated	scaffold_2	648647	650164	610.1	384
EOG09261AMX	Duplicated	scaffold_6	730277	731872	616.6	393
EOG09261B14	Complete	scaffold_9	99482	101692	434.1	451
EOG09261B18	Complete	scaffold_4	336948	342320	494.8	914
EOG09261B3Q	Complete	scaffold_11	15005	17164	444.2	461
EOG09261B6Y	Complete	scaffold_14	210948	212492	663.4	411
EOG09261BP0	Complete	scaffold_9	300616	302325	394.6	399
EOG09261BPJ	Complete	scaffold_9	411619	413619	433.0	465
EOG09261C0G	Complete	scaffold_15	21315	23459	545.4	555
EOG09261CM0	Complete	scaffold_1	896889	898952	515.6	469
EOG09261CQG	Complete	scaffold_10	344335	345999	658.9	483
EOG09261CWO	Complete	scaffold_12	482749	485154	331.4	387
EOG09261CXQ	Complete	scaffold_5	682680	687549	364.7	314
EOG09261D4D	Complete	scaffold_7	339340	341055	532.1	383
EOG09261DG0	Complete	scaffold_1	957927	960887	208.1	262
EOG09261DGU	Complete	scaffold_9	228688	230724	655.1	503
EOG09261DHR	Complete	scaffold_10	346434	348506	870.9	505
EOG09261DJC	Complete	scaffold_12	166240	167811	242.1	336
EOG09261DRB	Complete	scaffold_3	71622	73514	161.8	243
EOG09261DW8	Complete	scaffold_3	521510	523270	545.6	434
EOG09261EAB	Complete	scaffold_12	75500	77062	481.0	337
EOG09261EM7	Complete	scaffold_8	690240	692156	317.7	338
EOG09261EMF	Complete	scaffold_1	611750	613855	238.5	264
EOG09261EU7	Complete	scaffold_9	215700	217643	337.6	257
EOG09261EY9	Complete	scaffold_7	548724	550757	475.8	461
EOG09261F73	Complete	scaffold_5	841328	842845	796.9	412
EOG09261F9G	Complete	scaffold_9	532299	533194	172.6	164
EOG09261FAB	Complete	scaffold_3	338822	339865	181.0	222
EOG09261FAX	Complete	scaffold_1	970772	972661	414.4	450
EOG09261FH7	Duplicated	scaffold_1	468199	470217	630.8	504
EOG09261FH7	Duplicated	scaffold_3	296833	298857	678.6	510
EOG09261FM4	Complete	scaffold_8	228804	230471	396.1	396
EOG09261G1Y	Duplicated	scaffold_5	621538	623661	1112.7	619
EOG09261G1Y	Duplicated	scaffold_6	77115	79238	1114.0	619
EOG09261G4Z	Complete	scaffold_14	159171	160826	265.5	295
EOG09261G92	Complete	scaffold_7	552596	553852	304.6	219
EOG09261H5E	Complete	scaffold_1	490837	492501	480.6	375
EOG09261HB6	Complete	scaffold_11	368787	370079	405.8	311
EOG09261HM3	Complete	scaffold_9	544370	546058	875.8	484
EOG09261HQU	Fragmented	scaffold_5	527649	533732	147.3	163
EOG09261HZD	Complete	scaffold_2	853256	854995	505.1	397
EOG09261I0F	Complete	scaffold_8	504017	505456	337.7	316
EOG09261I1G	Complete	scaffold_3	768567	771311	425.2	401
EOG09261I1I	Complete	scaffold_3	738390	740768	508.0	489
EOG09261I8J	Complete	scaffold_5	706230	707651	356.2	366
EOG09261IBJ	Complete	scaffold_9	264381	266861	501.8	489
EOG09261ICI	Complete	scaffold_14	100833	102311	409.8	315
EOG09261IEH	Complete	scaffold_7	347519	349174	407.4	322
EOG09261IEV	Missing
EOG09261IFQ	Complete	scaffold_12	56470	58662	411.0	597
EOG09261IOS	Complete	scaffold_1	1173582	1175486	600.9	410
EOG09261J0P	Complete	scaffold_3	632692	634413	939.1	494
EOG09261JCQ	Complete	scaffold_3	617978	619576	514.5	353
EOG09261JR0	Complete	scaffold_5	21392	23086	377.8	328
EOG09261JUE	Complete	scaffold_12	124942	128644	798.4	461
EOG09261JVS	Complete	scaffold_4	791852	793510	350.3	305
EOG09261JWS	Complete	scaffold_1	734197	735966	502.8	387
EOG09261K9J	Complete	scaffold_11	401455	405772	326.5	383
EOG09261KHB	Complete	scaffold_4	661560	663113	985.4	455
EOG09261KRX	Missing
EOG09261KZ6	Duplicated	scaffold_1	956042	957718	381.4	263
EOG09261KZ6	Duplicated	scaffold_10	524511	526274	400.7	261
EOG09261L4M	Complete	scaffold_2	675702	677495	613.3	487
EOG09261LEU	Complete	scaffold_10	679197	681032	326.8	274
EOG09261LPY	Complete	scaffold_8	36157	37566	430.2	279
EOG09261LV7	Missing
EOG09261M4S	Complete	scaffold_2	814998	816488	395.4	331
EOG09261M78	Complete	scaffold_2	711479	713020	562.5	396
EOG09261MG9	Complete	scaffold_2	146773	148371	678.8	404
EOG09261MMR	Complete	scaffold_5	446620	448161	414.5	372
EOG09261MOX	Complete	scaffold_1	773646	775577	415.0	540
EOG09261MPU	Complete	scaffold_7	195777	197225	574.0	342
EOG09261N20	Complete	scaffold_5	678361	679788	189.3	308
EOG09261N2L	Complete	scaffold_5	827335	828819	274.6	248
EOG09261N64	Complete	scaffold_8	188792	190315	724.9	433
EOG09261NLR	Complete	scaffold_1	713042	714688	759.4	463
EOG09261NLY	Complete	scaffold_4	885231	886889	704.6	447
EOG09261NW2	Complete	scaffold_7	507909	510488	918.9	628
EOG09261O4Y	Complete	scaffold_12	329184	330914	612.7	390
EOG09261O7R	Complete	scaffold_13	157556	159106	146.6	256
EOG09261OIA	Complete	scaffold_10	242797	247965	688.7	562
