#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession      qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- --------------------    ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
4567                 -            703 PIRSR000097-2        PIRSR000097-2   236   1.5e-50  166.6   0.0   1   2   4.7e-27   9.1e-25   82.2   0.0     1   105    11   108    11   115 0.94 -
4567                 -            703 PIRSR000097-2        PIRSR000097-2   236   1.5e-50  166.6   0.0   2   2   9.1e-27   1.8e-24   81.3   0.0   105   234   139   275   137   278 0.88 -
4052                 -            303 PIRSR000097-2        PIRSR000097-2   236   6.9e-28   92.4   0.0   1   3   6.8e-08   1.3e-05   19.5   0.0    26    77     2    53     1    72 0.80 -
4052                 -            303 PIRSR000097-2        PIRSR000097-2   236   6.9e-28   92.4   0.0   2   3   1.8e-14   3.5e-12   41.0   0.0    80   187    81   200    72   207 0.83 -
4052                 -            303 PIRSR000097-2        PIRSR000097-2   236   6.9e-28   92.4   0.0   3   3   1.3e-10   2.5e-08   28.4   0.0   180   235   235   290   233   291 0.95 -
4489                 -            332 PIRSR000097-2        PIRSR000097-2   236   6.8e-21   69.5   0.0   1   2   6.3e-22   1.2e-19   65.4   0.0    15   143    24   175    11   202 0.80 -
4489                 -            332 PIRSR000097-2        PIRSR000097-2   236   6.8e-21   69.5   0.0   2   2     0.027       5.3    1.1   0.0   177   220   244   290   236   303 0.69 -
4567                 -            703 PIRSR000097-3        PIRSR000097-3   236   1.5e-50  166.6   0.0   1   2   4.7e-27   9.1e-25   82.2   0.0     1   105    11   108    11   115 0.94 -
4567                 -            703 PIRSR000097-3        PIRSR000097-3   236   1.5e-50  166.6   0.0   2   2   9.1e-27   1.8e-24   81.3   0.0   105   234   139   275   137   278 0.88 -
4052                 -            303 PIRSR000097-3        PIRSR000097-3   236   6.9e-28   92.4   0.0   1   3   6.8e-08   1.3e-05   19.5   0.0    26    77     2    53     1    72 0.80 -
4052                 -            303 PIRSR000097-3        PIRSR000097-3   236   6.9e-28   92.4   0.0   2   3   1.8e-14   3.5e-12   41.0   0.0    80   187    81   200    72   207 0.83 -
4052                 -            303 PIRSR000097-3        PIRSR000097-3   236   6.9e-28   92.4   0.0   3   3   1.3e-10   2.5e-08   28.4   0.0   180   235   235   290   233   291 0.95 -
4489                 -            332 PIRSR000097-3        PIRSR000097-3   236   6.8e-21   69.5   0.0   1   2   6.3e-22   1.2e-19   65.4   0.0    15   143    24   175    11   202 0.80 -
4489                 -            332 PIRSR000097-3        PIRSR000097-3   236   6.8e-21   69.5   0.0   2   2     0.027       5.3    1.1   0.0   177   220   244   290   236   303 0.69 -
4519                 -            334 PIRSR000102-1        PIRSR000102-1   327   4.9e-79  260.8   0.7   1   1   1.9e-81   5.5e-79  260.6   0.7     4   326    17   331    14   332 0.93 -
4347                 -            321 PIRSR000102-1        PIRSR000102-1   327    0.0027   11.8   0.0   1   1   1.3e-05    0.0037   11.4   0.0     5    37     1    31     1    60 0.83 -
4519                 -            334 PIRSR000102-2        PIRSR000102-2   327   4.9e-79  260.8   0.7   1   1   1.9e-81   5.5e-79  260.6   0.7     4   326    17   331    14   332 0.93 -
4347                 -            321 PIRSR000102-2        PIRSR000102-2   327    0.0027   11.8   0.0   1   1   1.3e-05    0.0037   11.4   0.0     5    37     1    31     1    60 0.83 -
4185                 -            491 PIRSR000103-1        PIRSR000103-1   272     4e-23   76.9   0.0   1   1   4.2e-25     6e-23   76.3   0.0     4   209     7   223     4   249 0.86 -
4312                 -           2139 PIRSR000103-1        PIRSR000103-1   272   0.00011   16.5   0.0   1   1   1.3e-06   0.00019   15.6   0.0     3    34  1779  1810  1777  1814 0.93 -
4028                 -            345 PIRSR000103-1        PIRSR000103-1   272   0.00024   15.3   0.0   1   1   2.4e-06   0.00035   14.8   0.0     3    77   168   242   166   258 0.87 -
4413                 -            469 PIRSR000103-1        PIRSR000103-1   272   0.00035   14.8   0.1   1   2      0.56        80   -2.8   0.0   107   130   139   162   114   163 0.68 -
4413                 -            469 PIRSR000103-1        PIRSR000103-1   272   0.00035   14.8   0.1   2   2   7.1e-06     0.001   13.3   0.1     4    92   201   283   199   292 0.86 -
4185                 -            491 PIRSR000103-2        PIRSR000103-2   272     4e-23   76.9   0.0   1   1   4.2e-25     6e-23   76.3   0.0     4   209     7   223     4   249 0.86 -
4312                 -           2139 PIRSR000103-2        PIRSR000103-2   272   0.00011   16.5   0.0   1   1   1.3e-06   0.00019   15.6   0.0     3    34  1779  1810  1777  1814 0.93 -
4028                 -            345 PIRSR000103-2        PIRSR000103-2   272   0.00024   15.3   0.0   1   1   2.4e-06   0.00035   14.8   0.0     3    77   168   242   166   258 0.87 -
4413                 -            469 PIRSR000103-2        PIRSR000103-2   272   0.00035   14.8   0.1   1   2      0.56        80   -2.8   0.0   107   130   139   162   114   163 0.68 -
4413                 -            469 PIRSR000103-2        PIRSR000103-2   272   0.00035   14.8   0.1   2   2   7.1e-06     0.001   13.3   0.1     4    92   201   283   199   292 0.86 -
4010                 -            362 PIRSR000108-1        PIRSR000108-1   358   4.2e-05   17.6   0.0   1   1   1.1e-07   6.2e-05   17.0   0.0   223   293   200   270   188   289 0.76 -
4010                 -            362 PIRSR000108-2        PIRSR000108-2   358   4.2e-05   17.6   0.0   1   1   1.1e-07   6.2e-05   17.0   0.0   223   293   200   270   188   289 0.76 -
4010                 -            362 PIRSR000108-3        PIRSR000108-3   358   4.2e-05   17.6   0.0   1   1   1.1e-07   6.2e-05   17.0   0.0   223   293   200   270   188   289 0.76 -
4010                 -            362 PIRSR000108-4        PIRSR000108-4   358   4.2e-05   17.6   0.0   1   1   1.1e-07   6.2e-05   17.0   0.0   223   293   200   270   188   289 0.76 -
4185                 -            491 PIRSR000109-1        PIRSR000109-1   469  4.1e-237  782.4   0.0   1   1  8.2e-240  4.7e-237  782.2   0.0     5   466     4   461     1   464 0.98 -
4185                 -            491 PIRSR000109-2        PIRSR000109-2   469  4.1e-237  782.4   0.0   1   1  8.2e-240  4.7e-237  782.2   0.0     5   466     4   461     1   464 0.98 -
4185                 -            491 PIRSR000109-3        PIRSR000109-3   469  4.1e-237  782.4   0.0   1   1  8.2e-240  4.7e-237  782.2   0.0     5   466     4   461     1   464 0.98 -
4243                 -           1551 PIRSR000112-1        PIRSR000112-1   367   1.1e-08   29.4   0.0   1   2   9.9e-07   0.00057   14.0   0.0    70   188    87   210    30   228 0.67 -
4243                 -           1551 PIRSR000112-1        PIRSR000112-1   367   1.1e-08   29.4   0.0   2   2   2.3e-06    0.0013   12.8   0.0   258   321   269   334   259   344 0.89 -
4243                 -           1551 PIRSR000112-2        PIRSR000112-2   367   1.1e-08   29.4   0.0   1   2   9.9e-07   0.00057   14.0   0.0    70   188    87   210    30   228 0.67 -
4243                 -           1551 PIRSR000112-2        PIRSR000112-2   367   1.1e-08   29.4   0.0   2   2   2.3e-06    0.0013   12.8   0.0   258   321   269   334   259   344 0.89 -
4243                 -           1551 PIRSR000112-3        PIRSR000112-3   367   1.1e-08   29.4   0.0   1   2   9.9e-07   0.00057   14.0   0.0    70   188    87   210    30   228 0.67 -
4243                 -           1551 PIRSR000112-3        PIRSR000112-3   367   1.1e-08   29.4   0.0   2   2   2.3e-06    0.0013   12.8   0.0   258   321   269   334   259   344 0.89 -
4256                 -            850 PIRSR000118-1        PIRSR000118-1   592    0.0044   10.5   0.0   1   1   1.1e-05    0.0062   10.0   0.0    68   137   217   294   145   311 0.72 -
4256                 -            850 PIRSR000118-2        PIRSR000118-2   592    0.0044   10.5   0.0   1   1   1.1e-05    0.0062   10.0   0.0    68   137   217   294   145   311 0.72 -
4256                 -            850 PIRSR000118-3        PIRSR000118-3   580     0.004   10.6   0.0   1   1   9.8e-06    0.0057   10.1   0.0    56   125   225   294   162   312 0.69 -
4538                 -            840 PIRSR000137-1        PIRSR000137-1   578    0.0065   10.3   0.2   1   2   7.7e-05     0.044    7.5   0.2     7    40   374   406   368   417 0.88 -
4538                 -            840 PIRSR000137-1        PIRSR000137-1   578    0.0065   10.3   0.2   2   2     0.016       9.2   -0.1   0.0   415   433   756   779   706   781 0.77 -
4538                 -            840 PIRSR000137-2        PIRSR000137-2   578    0.0065   10.3   0.2   1   2   7.7e-05     0.044    7.5   0.2     7    40   374   406   368   417 0.88 -
4538                 -            840 PIRSR000137-2        PIRSR000137-2   578    0.0065   10.3   0.2   2   2     0.016       9.2   -0.1   0.0   415   433   756   779   706   781 0.77 -
4538                 -            840 PIRSR000137-3        PIRSR000137-3   578    0.0065   10.3   0.2   1   2   7.7e-05     0.044    7.5   0.2     7    40   374   406   368   417 0.88 -
4538                 -            840 PIRSR000137-3        PIRSR000137-3   578    0.0065   10.3   0.2   2   2     0.016       9.2   -0.1   0.0   415   433   756   779   706   781 0.77 -
4171                 -            380 PIRSR000149-1        PIRSR000149-1   341    0.0051   11.2   0.8   1   1   0.00017       0.1    7.0   0.8     5    42   197   234   195   309 0.75 -
4171                 -            380 PIRSR000149-2        PIRSR000149-2   341    0.0051   11.2   0.8   1   1   0.00017       0.1    7.0   0.8     5    42   197   234   195   309 0.75 -
4171                 -            380 PIRSR000149-3        PIRSR000149-3   341    0.0051   11.2   0.8   1   1   0.00017       0.1    7.0   0.8     5    42   197   234   195   309 0.75 -
4171                 -            380 PIRSR000149-4        PIRSR000149-4   341    0.0051   11.2   0.8   1   1   0.00017       0.1    7.0   0.8     5    42   197   234   195   309 0.75 -
4317                 -            170 PIRSR000178-1        PIRSR000178-1   112   1.2e-32  107.6   1.7   1   1   5.4e-35   3.1e-32  106.3   1.7     1   111    48   166    48   167 0.82 -
4312                 -           2139 PIRSR000187-1        PIRSR000187-1  2115         0 3683.1   0.0   1   1         0         0 3682.9   0.0    24  2114    22  2137     2  2138 0.99 -
4538                 -            840 PIRSR000187-1        PIRSR000187-1  2115   3.9e-05   15.7   0.1   1   1   1.9e-07   5.5e-05   15.2   0.1  1751  1801   374   425   367   430 0.87 -
4312                 -           2139 PIRSR000187-2        PIRSR000187-2  2115         0 3683.1   0.0   1   1         0         0 3682.9   0.0    24  2114    22  2137     2  2138 0.99 -
4538                 -            840 PIRSR000187-2        PIRSR000187-2  2115   3.9e-05   15.7   0.1   1   1   1.9e-07   5.5e-05   15.2   0.1  1751  1801   374   425   367   430 0.87 -
4347                 -            321 PIRSR000189-1        PIRSR000189-1   348   8.7e-57  187.7   0.0   1   1   3.4e-59   9.9e-57  187.5   0.0     2   335     1   320     1   321 0.90 -
4059                 -            423 PIRSR000189-1        PIRSR000189-1   348   0.00081   13.5   0.0   1   1   4.6e-06    0.0013   12.8   0.0     4    37     3    35     1    60 0.81 -
4139                 -            515 PIRSR000197-1        PIRSR000197-1  1202   1.1e-82  273.6   1.0   1   1   5.1e-85   1.5e-82  273.2   1.0   572  1008    54   498    42   509 0.90 -
4127                 -            494 PIRSR000197-1        PIRSR000197-1  1202   1.3e-43  144.1   0.5   1   1   1.6e-45   4.6e-43  142.4   0.5   673  1003   147   473    25   475 0.81 -
4257                 -            299 PIRSR000207-1        PIRSR000207-1   547   1.9e-06   21.7   0.0   1   1   4.4e-09   2.5e-06   21.4   0.0   367   477   124   232   114   262 0.77 -
4209                 -            811 PIRSR000209-1        PIRSR000209-1  1059   5.2e-06   19.4   0.0   1   1   1.2e-08     7e-06   19.0   0.0   232   394   124   290    42   299 0.78 -
4257                 -            299 PIRSR000233-1        PIRSR000233-1   903   8.2e-52  171.2   0.0   1   1   3.9e-54   1.1e-51  170.7   0.0   636   887    37   270    17   279 0.92 -
4215                 -            486 PIRSR000233-1        PIRSR000233-1   903   1.3e-09   31.5   0.0   1   1   7.1e-12     2e-09   30.9   0.0   552   618   394   463   349   483 0.85 -
4538                 -            840 PIRSR000238-1        PIRSR000238-1   520   3.4e-05   17.5   0.2   1   2   5.7e-06   0.00083   12.9   0.1   209   251   370   414   357   418 0.82 -
4538                 -            840 PIRSR000238-1        PIRSR000238-1   520   3.4e-05   17.5   0.2   2   2      0.01       1.4    2.2   0.0   277   330   561   615   553   626 0.80 -
4108                 -            356 PIRSR000238-1        PIRSR000238-1   520   9.2e-05   16.1   0.6   1   1   1.7e-06   0.00025   14.6   0.4   354   494   130   273   125   276 0.66 -
4059                 -            423 PIRSR000238-1        PIRSR000238-1   520    0.0015   12.1   0.1   1   2    0.0061      0.88    2.9   0.0   217   244     3    30     1    53 0.84 -
4059                 -            423 PIRSR000238-1        PIRSR000238-1   520    0.0015   12.1   0.1   2   2   0.00032     0.046    7.2   0.0   291   334   177   221   165   232 0.83 -
4285                 -            636 PIRSR000238-1        PIRSR000238-1   520    0.0016   12.0   1.9   1   3   2.8e-05     0.004   10.7   0.1   196   247    29    82     6    95 0.67 -
4285                 -            636 PIRSR000238-1        PIRSR000238-1   520    0.0016   12.0   1.9   2   3     0.076        11   -0.7   0.0   450   489   390   431   377   436 0.75 -
4285                 -            636 PIRSR000238-1        PIRSR000238-1   520    0.0016   12.0   1.9   3   3      0.24        34   -2.3   0.0   168   206   506   543   490   578 0.66 -
4538                 -            840 PIRSR000238-2        PIRSR000238-2   520   3.4e-05   17.5   0.2   1   2   5.7e-06   0.00083   12.9   0.1   209   251   370   414   357   418 0.82 -
4538                 -            840 PIRSR000238-2        PIRSR000238-2   520   3.4e-05   17.5   0.2   2   2      0.01       1.4    2.2   0.0   277   330   561   615   553   626 0.80 -
4108                 -            356 PIRSR000238-2        PIRSR000238-2   520   9.2e-05   16.1   0.6   1   1   1.7e-06   0.00025   14.6   0.4   354   494   130   273   125   276 0.66 -
4059                 -            423 PIRSR000238-2        PIRSR000238-2   520    0.0015   12.1   0.1   1   2    0.0061      0.88    2.9   0.0   217   244     3    30     1    53 0.84 -
4059                 -            423 PIRSR000238-2        PIRSR000238-2   520    0.0015   12.1   0.1   2   2   0.00032     0.046    7.2   0.0   291   334   177   221   165   232 0.83 -
4285                 -            636 PIRSR000238-2        PIRSR000238-2   520    0.0016   12.0   1.9   1   3   2.8e-05     0.004   10.7   0.1   196   247    29    82     6    95 0.67 -
4285                 -            636 PIRSR000238-2        PIRSR000238-2   520    0.0016   12.0   1.9   2   3     0.076        11   -0.7   0.0   450   489   390   431   377   436 0.75 -
4285                 -            636 PIRSR000238-2        PIRSR000238-2   520    0.0016   12.0   1.9   3   3      0.24        34   -2.3   0.0   168   206   506   543   490   578 0.66 -
4357                 -            507 PIRSR000296-1        PIRSR000296-1   293   3.1e-40  133.5   0.2   1   1   6.9e-43     4e-40  133.1   0.2    10   291    61   356    53   358 0.90 -
4357                 -            507 PIRSR000296-2        PIRSR000296-2   293   3.1e-40  133.5   0.2   1   1   6.9e-43     4e-40  133.1   0.2    10   291    61   356    53   358 0.90 -
4536                 -            371 PIRSR000349-1        PIRSR000349-1   201   3.5e-13   44.8   2.5   1   2   4.2e-11   2.4e-08   29.0   0.3    89   138   193   242    75   269 0.88 -
4536                 -            371 PIRSR000349-1        PIRSR000349-1   201   3.5e-13   44.8   2.5   2   2   2.2e-06    0.0012   13.6   0.1   168   198   332   364   279   366 0.76 -
4108                 -            356 PIRSR000350-2        PIRSR000350-2   478   2.6e-12   41.2   0.9   1   1   3.3e-14   3.1e-12   40.9   0.7   111   354    65   305    13   350 0.67 -
4509                 -           1437 PIRSR000350-2        PIRSR000350-2   478   1.4e-07   25.6   0.0   1   2     0.033       3.2    1.3   0.0   253   308   247   304   160   307 0.69 -
4509                 -           1437 PIRSR000350-2        PIRSR000350-2   478   1.4e-07   25.6   0.0   2   2   2.6e-08   2.5e-06   21.5   0.0   182   327   324   489   317   505 0.77 -
4285                 -            636 PIRSR000350-2        PIRSR000350-2   478   2.7e-06   21.4   0.9   1   2     4e-07   3.8e-05   17.6   0.6     6    40    48    89    44   100 0.83 -
4285                 -            636 PIRSR000350-2        PIRSR000350-2   478   2.7e-06   21.4   0.9   2   2     0.028       2.7    1.6   0.0   131   153   226   249   220   265 0.81 -
4538                 -            840 PIRSR000350-2        PIRSR000350-2   478   0.00056   13.7   1.6   1   2   8.7e-06   0.00084   13.1   0.4     5    45   373   412   369   413 0.92 -
4538                 -            840 PIRSR000350-2        PIRSR000350-2   478   0.00056   13.7   1.6   2   2      0.28        27   -1.7   0.0   234   264   569   598   550   608 0.75 -
4059                 -            423 PIRSR000350-2        PIRSR000350-2   478   0.00064   13.5   0.2   1   2   0.00049     0.047    7.4   0.1    10    39     3    32     1    41 0.91 -
4059                 -            423 PIRSR000350-2        PIRSR000350-2   478   0.00064   13.5   0.2   2   2    0.0042      0.41    4.3   0.0   248   291   183   221   154   250 0.59 -
4312                 -           2139 PIRSR000350-2        PIRSR000350-2   478    0.0021   11.8   0.1   1   3    0.0013      0.13    6.0   0.0   179   239  1779  1848  1775  1878 0.62 -
4312                 -           2139 PIRSR000350-2        PIRSR000350-2   478    0.0021   11.8   0.1   2   3     0.099       9.5   -0.2   0.1     8    33  1918  1943  1912  1946 0.83 -
4312                 -           2139 PIRSR000350-2        PIRSR000350-2   478    0.0021   11.8   0.1   3   3     0.036       3.5    1.2   0.0   264   339  2033  2107  2004  2113 0.79 -
4108                 -            356 PIRSR000350-3        PIRSR000350-3   478   2.6e-12   41.2   0.9   1   1   3.3e-14   3.1e-12   40.9   0.7   111   354    65   305    13   350 0.67 -
4509                 -           1437 PIRSR000350-3        PIRSR000350-3   478   1.4e-07   25.6   0.0   1   2     0.033       3.2    1.3   0.0   253   308   247   304   160   307 0.69 -
4509                 -           1437 PIRSR000350-3        PIRSR000350-3   478   1.4e-07   25.6   0.0   2   2   2.6e-08   2.5e-06   21.5   0.0   182   327   324   489   317   505 0.77 -
4285                 -            636 PIRSR000350-3        PIRSR000350-3   478   2.7e-06   21.4   0.9   1   2     4e-07   3.8e-05   17.6   0.6     6    40    48    89    44   100 0.83 -
4285                 -            636 PIRSR000350-3        PIRSR000350-3   478   2.7e-06   21.4   0.9   2   2     0.028       2.7    1.6   0.0   131   153   226   249   220   265 0.81 -
4538                 -            840 PIRSR000350-3        PIRSR000350-3   478   0.00056   13.7   1.6   1   2   8.7e-06   0.00084   13.1   0.4     5    45   373   412   369   413 0.92 -
4538                 -            840 PIRSR000350-3        PIRSR000350-3   478   0.00056   13.7   1.6   2   2      0.28        27   -1.7   0.0   234   264   569   598   550   608 0.75 -
4059                 -            423 PIRSR000350-3        PIRSR000350-3   478   0.00064   13.5   0.2   1   2   0.00049     0.047    7.4   0.1    10    39     3    32     1    41 0.91 -
4059                 -            423 PIRSR000350-3        PIRSR000350-3   478   0.00064   13.5   0.2   2   2    0.0042      0.41    4.3   0.0   248   291   183   221   154   250 0.59 -
4312                 -           2139 PIRSR000350-3        PIRSR000350-3   478    0.0021   11.8   0.1   1   3    0.0013      0.13    6.0   0.0   179   239  1779  1848  1775  1878 0.62 -
4312                 -           2139 PIRSR000350-3        PIRSR000350-3   478    0.0021   11.8   0.1   2   3     0.099       9.5   -0.2   0.1     8    33  1918  1943  1912  1946 0.83 -
4312                 -           2139 PIRSR000350-3        PIRSR000350-3   478    0.0021   11.8   0.1   3   3     0.036       3.5    1.2   0.0   264   339  2033  2107  2004  2113 0.79 -
4108                 -            356 PIRSR000350-4        PIRSR000350-4   478   2.6e-12   41.2   0.9   1   1   3.3e-14   3.1e-12   40.9   0.7   111   354    65   305    13   350 0.67 -
4509                 -           1437 PIRSR000350-4        PIRSR000350-4   478   1.4e-07   25.6   0.0   1   2     0.033       3.2    1.3   0.0   253   308   247   304   160   307 0.69 -
4509                 -           1437 PIRSR000350-4        PIRSR000350-4   478   1.4e-07   25.6   0.0   2   2   2.6e-08   2.5e-06   21.5   0.0   182   327   324   489   317   505 0.77 -
4285                 -            636 PIRSR000350-4        PIRSR000350-4   478   2.7e-06   21.4   0.9   1   2     4e-07   3.8e-05   17.6   0.6     6    40    48    89    44   100 0.83 -
4285                 -            636 PIRSR000350-4        PIRSR000350-4   478   2.7e-06   21.4   0.9   2   2     0.028       2.7    1.6   0.0   131   153   226   249   220   265 0.81 -
4538                 -            840 PIRSR000350-4        PIRSR000350-4   478   0.00056   13.7   1.6   1   2   8.7e-06   0.00084   13.1   0.4     5    45   373   412   369   413 0.92 -
4538                 -            840 PIRSR000350-4        PIRSR000350-4   478   0.00056   13.7   1.6   2   2      0.28        27   -1.7   0.0   234   264   569   598   550   608 0.75 -
4059                 -            423 PIRSR000350-4        PIRSR000350-4   478   0.00064   13.5   0.2   1   2   0.00049     0.047    7.4   0.1    10    39     3    32     1    41 0.91 -
4059                 -            423 PIRSR000350-4        PIRSR000350-4   478   0.00064   13.5   0.2   2   2    0.0042      0.41    4.3   0.0   248   291   183   221   154   250 0.59 -
4312                 -           2139 PIRSR000350-4        PIRSR000350-4   478    0.0021   11.8   0.1   1   3    0.0013      0.13    6.0   0.0   179   239  1779  1848  1775  1878 0.62 -
4312                 -           2139 PIRSR000350-4        PIRSR000350-4   478    0.0021   11.8   0.1   2   3     0.099       9.5   -0.2   0.1     8    33  1918  1943  1912  1946 0.83 -
4312                 -           2139 PIRSR000350-4        PIRSR000350-4   478    0.0021   11.8   0.1   3   3     0.036       3.5    1.2   0.0   264   339  2033  2107  2004  2113 0.79 -
4257                 -            299 PIRSR000361-1        PIRSR000361-1   373   4.7e-10   34.3   0.0   1   1   1.1e-12   6.2e-10   33.9   0.0   189   297   125   228   111   261 0.85 -
4312                 -           2139 PIRSR000362-1        PIRSR000362-1   352     7e-22   73.1   0.0   1   2   3.3e-24   1.9e-21   71.7   0.0     2   150  1780  1932  1779  1949 0.81 -
4312                 -           2139 PIRSR000362-1        PIRSR000362-1   352     7e-22   73.1   0.0   2   2      0.24   1.4e+02   -3.5   0.0   204   279  2034  2107  2032  2116 0.60 -
4312                 -           2139 PIRSR000362-2        PIRSR000362-2   352     7e-22   73.1   0.0   1   2   3.3e-24   1.9e-21   71.7   0.0     2   150  1780  1932  1779  1949 0.81 -
4312                 -           2139 PIRSR000362-2        PIRSR000362-2   352     7e-22   73.1   0.0   2   2      0.24   1.4e+02   -3.5   0.0   204   279  2034  2107  2032  2116 0.60 -
4361                 -            344 PIRSR000385-1        PIRSR000385-1   271   4.4e-05   18.0   0.2   1   1   2.8e-07   0.00016   16.2   0.2    45   189    39   182    14   188 0.68 -
4361                 -            344 PIRSR000385-2        PIRSR000385-2   271   4.4e-05   18.0   0.2   1   1   2.8e-07   0.00016   16.2   0.2    45   189    39   182    14   188 0.68 -
4396                 -            384 PIRSR000390-1        PIRSR000390-1   333   1.2e-05   19.7   0.5   1   2     1e-06    0.0003   15.1   0.0    15    65    49    97    38   175 0.73 -
4396                 -            384 PIRSR000390-1        PIRSR000390-1   333   1.2e-05   19.7   0.5   2   2     0.015       4.5    1.4   0.1   210   249   232   271   208   300 0.73 -
4201                 -            564 PIRSR000390-1        PIRSR000390-1   333   0.00081   13.7   0.1   1   2      0.29        85   -2.8   0.0    23    42   204   223   196   262 0.76 -
4201                 -            564 PIRSR000390-1        PIRSR000390-1   333   0.00081   13.7   0.1   2   2   6.3e-06    0.0018   12.5   0.0   115   152   305   342   291   385 0.83 -
4396                 -            384 PIRSR000390-2        PIRSR000390-2   333   1.2e-05   19.7   0.5   1   2     1e-06    0.0003   15.1   0.0    15    65    49    97    38   175 0.73 -
4396                 -            384 PIRSR000390-2        PIRSR000390-2   333   1.2e-05   19.7   0.5   2   2     0.015       4.5    1.4   0.1   210   249   232   271   208   300 0.73 -
4201                 -            564 PIRSR000390-2        PIRSR000390-2   333   0.00081   13.7   0.1   1   2      0.29        85   -2.8   0.0    23    42   204   223   196   262 0.76 -
