# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/C.albicans_SC5314/predict_misc/busco.evm.proteins.fa -o c.albicans_sc5314_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m proteins -c 28 -sp anidulans
#
# Busco id	Status	Sequence	Score	Length
EOG0926004Z	Missing
EOG09260075	Missing
EOG092605FC	Complete	evm.model.scaffold_5.79	933.9	803
EOG092605KN	Complete	evm.model.scaffold_2.29	881.8	756
EOG092605OK	Complete	evm.model.scaffold_1.207	1853.4	1251
EOG092605QM	Complete	evm.model.scaffold_6.36	696.0	983
EOG092605T6	Missing
EOG092605VL	Complete	evm.model.scaffold_3.97	664.9	841
EOG092605VU	Complete	evm.model.scaffold_1.235	229.5	723
EOG092605ZA	Complete	evm.model.scaffold_5.81	201.7	377
EOG092606AD	Complete	evm.model.scaffold_6.22	156.3	219
EOG092606AJ	Complete	evm.model.scaffold_3.174	947.5	821
EOG092606CY	Complete	evm.model.scaffold_2.72	1025.1	1154
EOG092606O3	Complete	evm.model.scaffold_6.78	931.1	790
EOG092606UX	Complete	evm.model.scaffold_1.122	791.5	928
EOG092606WZ	Complete	evm.model.scaffold_4.28	855.7	1225
EOG0926071Q	Complete	evm.model.scaffold_2.60	711.3	1033
EOG0926073O	Complete	evm.model.scaffold_5.108	1392.1	939
EOG0926074Y	Complete	evm.model.scaffold_4.25	1459.6	1020
EOG09260779	Complete	evm.model.scaffold_1.193	961.3	1093
EOG0926077L	Missing
EOG0926079Q	Complete	evm.model.scaffold_3.144	1126.3	860
EOG092607OQ	Complete	evm.model.scaffold_4.10	714.0	828
EOG092607QZ	Complete	evm.model.scaffold_5.36	998.1	744
EOG092607ZS	Complete	evm.model.scaffold_1.82	1295.7	877
EOG092608AE	Complete	evm.model.scaffold_4.70	993.1	933
EOG092608AV	Complete	evm.model.scaffold_8.27	919.3	873
EOG092608C4	Complete	evm.model.scaffold_2.90	1663.5	1026
EOG092608GK	Complete	evm.model.scaffold_1.3	373.4	618
EOG092608L0	Missing
EOG092608RH	Complete	evm.model.scaffold_8.37	544.8	933
EOG092608T8	Complete	evm.model.scaffold_5.52	1146.9	739
EOG092608WI	Complete	evm.model.scaffold_5.98	539.0	542
EOG092608WU	Complete	evm.model.scaffold_1.20	501.0	711
EOG092608ZS	Complete	evm.model.scaffold_1.88	1151.8	814
EOG0926092K	Complete	evm.model.scaffold_7.69	1562.5	909
EOG09260931	Complete	evm.model.scaffold_7.5	374.2	582
EOG092609JB	Complete	evm.model.scaffold_2.67	774.0	664
EOG092609O9	Complete	evm.model.scaffold_2.26	848.1	876
EOG092609RF	Complete	evm.model.scaffold_1.118	1314.4	933
EOG092609YT	Complete	evm.model.scaffold_6.54	767.3	694
EOG09260A27	Missing
EOG09260A6Q	Missing
EOG09260A98	Complete	evm.model.scaffold_1.142	699.6	883
EOG09260ABY	Complete	evm.model.scaffold_2.10	1462.4	939
EOG09260AEC	Complete	evm.model.scaffold_8.61	569.8	560
EOG09260APA	Missing
EOG09260AQB	Complete	evm.model.scaffold_1.230	1284.6	792
EOG09260AZA	Complete	evm.model.scaffold_4.14	1551.5	844
EOG09260AZK	Complete	evm.model.scaffold_3.182	717.0	665
EOG09260AZM	Complete	evm.model.scaffold_1.105	1337.8	812
EOG09260B3H	Complete	evm.model.scaffold_5.57	596.4	653
EOG09260B3X	Complete	evm.model.scaffold_6.6	985.8	735
EOG09260B65	Complete	evm.model.scaffold_8.84	578.7	740
EOG09260BFE	Complete	evm.model.scaffold_5.53	319.4	425
EOG09260BL6	Complete	evm.model.scaffold_1.145	562.9	635
EOG09260BRA	Complete	evm.model.scaffold_4.81	649.5	427
EOG09260BSW	Complete	evm.model.scaffold_1.146	927.4	685
EOG09260BYL	Complete	evm.model.scaffold_3.68	979.1	535
EOG09260BZ0	Complete	evm.model.scaffold_3.72	623.1	731
EOG09260C2V	Complete	evm.model.scaffold_8.20	604.5	695
EOG09260C5W	Complete	evm.model.scaffold_2.22	767.1	1228
EOG09260CKC	Complete	evm.model.scaffold_2.6	727.1	1027
EOG09260CMZ	Complete	evm.model.scaffold_4.42	421.4	664
EOG09260DBG	Complete	evm.model.scaffold_1.170	1201.3	744
EOG09260DFH	Complete	evm.model.scaffold_8.63	845.6	840
EOG09260DFJ	Complete	evm.model.scaffold_8.56	422.1	542
EOG09260DP1	Complete	evm.model.scaffold_1.245	1078.1	758
EOG09260DUR	Missing
EOG09260DUW	Complete	evm.model.scaffold_8.79	535.7	682
EOG09260DXP	Complete	evm.model.scaffold_1.261	715.5	673
EOG09260E2O	Complete	evm.model.scaffold_2.17	1071.1	679
EOG09260E8K	Complete	evm.model.scaffold_3.151	1154.7	822
EOG09260EAZ	Complete	evm.model.scaffold_8.14	564.2	795
EOG09260EE7	Complete	evm.model.scaffold_1.168	894.3	737
EOG09260EOI	Complete	evm.model.scaffold_4.12	393.3	758
EOG09260EPQ	Missing
EOG09260EPS	Missing
EOG09260EQD	Complete	evm.model.scaffold_1.195	278.4	462
EOG09260ERO	Complete	evm.model.scaffold_4.99	1472.9	883
EOG09260ETR	Complete	evm.model.scaffold_2.84	1409.1	818
EOG09260EZT	Complete	evm.model.scaffold_2.48	554.2	534
EOG09260FFP	Complete	evm.model.scaffold_1.258	265.9	217
EOG09260FKU	Complete	evm.model.scaffold_4.104	258.3	316
EOG09260FL2	Complete	evm.model.scaffold_1.103	549.5	646
EOG09260FMW	Complete	evm.model.scaffold_6.5	1078.8	700
EOG09260FPA	Missing
EOG09260FX0	Complete	evm.model.scaffold_3.49	685.2	791
EOG09260FZZ	Complete	evm.model.scaffold_5.94	517.5	705
EOG09260GF5	Complete	evm.model.scaffold_8.42	681.0	1176
EOG09260GIX	Complete	evm.model.scaffold_8.68	396.1	498
EOG09260GKG	Complete	evm.model.scaffold_2.87	1236.2	803
EOG09260GOF	Complete	evm.model.scaffold_6.76	460.6	339
EOG09260GR8	Complete	evm.model.scaffold_2.161	456.2	524
EOG09260H6E	Complete	evm.model.scaffold_4.93	306.4	242
EOG09260H81	Missing
EOG09260HMA	Complete	evm.model.scaffold_1.48	1054.7	781
EOG09260HPO	Complete	evm.model.scaffold_7.55	1301.5	825
EOG09260HS3	Missing
EOG09260HSP	Complete	evm.model.scaffold_2.55	1065.2	577
EOG09260IU8	Complete	evm.model.scaffold_8.7	395.7	621
EOG09260J53	Complete	evm.model.scaffold_3.121	899.6	591
EOG09260J8F	Complete	evm.model.scaffold_1.182	692.7	445
EOG09260J97	Complete	evm.model.scaffold_6.33	645.7	584
EOG09260JDM	Complete	evm.model.scaffold_1.211	315.8	270
EOG09260JED	Complete	evm.model.scaffold_1.247	1129.2	736
EOG09260JJW	Complete	evm.model.scaffold_7.4	562.2	522
EOG09260JNY	Complete	evm.model.scaffold_3.157	185.3	385
EOG09260JO5	Missing
EOG09260JPV	Complete	evm.model.scaffold_3.57	484.1	690
EOG09260JT9	Missing
EOG09260JTZ	Complete	evm.model.scaffold_1.109	1019.9	781
EOG09260K24	Complete	evm.model.scaffold_8.35	773.4	591
EOG09260K29	Complete	evm.model.scaffold_3.74	320.8	275
EOG09260K4B	Complete	evm.model.scaffold_5.89	706.3	523
EOG09260K4V	Missing
EOG09260K5F	Complete	evm.model.scaffold_4.2	352.2	536
EOG09260KCB	Complete	evm.model.scaffold_3.118	329.7	465
EOG09260KCW	Complete	evm.model.scaffold_5.54	996.4	585
EOG09260KDB	Complete	evm.model.scaffold_1.227	917.8	723
EOG09260KGS	Complete	evm.model.scaffold_1.86	254.8	561
EOG09260KIY	Complete	evm.model.scaffold_1.26	571.7	386
EOG09260KM4	Complete	evm.model.scaffold_8.31	218.9	277
EOG09260KNI	Complete	evm.model.scaffold_4.27	322.4	290
EOG09260KNR	Complete	evm.model.scaffold_8.28	571.3	432
EOG09260KUC	Complete	evm.model.scaffold_5.49	844.1	568
EOG09260KWP	Complete	evm.model.scaffold_2.187	726.8	530
EOG09260LBU	Complete	evm.model.scaffold_2.37	1083.5	660
EOG09260LI6	Missing
EOG09260LJ8	Complete	evm.model.scaffold_6.12	494.7	392
EOG09260LRX	Complete	evm.model.scaffold_4.34	451.2	606
EOG09260LS9	Complete	evm.model.scaffold_2.9	358.1	238
EOG09260LVD	Complete	evm.model.scaffold_4.41	183.3	234
EOG09260M44	Missing
EOG09260M87	Complete	evm.model.scaffold_2.149	621.6	582
EOG09260MBW	Complete	evm.model.scaffold_4.47	406.1	512
EOG09260MRU	Complete	evm.model.scaffold_7.18	916.8	642
EOG09260N2T	Complete	evm.model.scaffold_2.25	267.9	426
EOG09260N53	Complete	evm.model.scaffold_8.60	604.3	514
EOG09260NAN	Complete	evm.model.scaffold_6.56	206.7	424
EOG09260NC6	Complete	evm.model.scaffold_1.249	798.2	515
EOG09260NE0	Complete	evm.model.scaffold_7.52	92.5	137
EOG09260NHB	Complete	evm.model.scaffold_5.93	232.1	580
EOG09260NHN	Complete	evm.model.scaffold_4.63	1133.9	739
EOG09260NJW	Missing
EOG09260NNR	Complete	evm.model.scaffold_1.65	894.4	535
EOG09260NWN	Missing
EOG09260NXC	Complete	evm.model.scaffold_3.25	544.3	578
EOG09260NXJ	Complete	evm.model.scaffold_6.29	565.2	662
EOG09260NY2	Missing
EOG09260NZ8	Complete	evm.model.scaffold_2.124	459.4	380
EOG09260OCI	Complete	evm.model.scaffold_3.48	251.1	450
EOG09260OE9	Missing
EOG09260OLB	Complete	evm.model.scaffold_4.20	263.3	259
EOG09260OM6	Complete	evm.model.scaffold_1.9	1061.5	667
EOG09260OQ8	Missing
EOG09260OZU	Complete	evm.model.scaffold_3.190	368.2	667
EOG09260P2K	Complete	evm.model.scaffold_1.161	602.2	642
EOG09260P5R	Complete	evm.model.scaffold_2.68	314.8	248
EOG09260PI1	Complete	evm.model.scaffold_1.171	386.7	443
EOG09260PJ9	Missing
EOG09260QNB	Complete	evm.model.scaffold_2.81	629.3	563
EOG09260QVP	Complete	evm.model.scaffold_6.21	259.9	289
EOG09260R84	Missing
EOG09260R9L	Missing
EOG09260RGH	Complete	evm.model.scaffold_5.67	650.2	567
EOG09260RNZ	Complete	evm.model.scaffold_8.83	401.5	509
EOG09260RRC	Complete	evm.model.scaffold_3.126	831.4	591
EOG09260RRN	Missing
EOG09260RS7	Complete	evm.model.scaffold_1.176	583.8	498
EOG09260RVQ	Complete	evm.model.scaffold_8.55	313.3	451
EOG09260S2Z	Missing
EOG09260S3L	Complete	evm.model.scaffold_5.75	361.3	469
EOG09260S5R	Complete	evm.model.scaffold_5.87	534.1	413
EOG09260SAH	Missing
EOG09260SIZ	Complete	evm.model.scaffold_3.50	783.8	579
EOG09260SJV	Complete	evm.model.scaffold_3.47	765.9	678
EOG09260SL3	Complete	evm.model.scaffold_2.4	1069.5	594
EOG09260SR2	Complete	evm.model.scaffold_4.17	321.9	705
EOG09260SRF	Missing
EOG09260T28	Complete	evm.model.scaffold_3.112	605.9	687
EOG09260T4S	Complete	evm.model.scaffold_4.40	504.1	469
EOG09260TDY	Complete	evm.model.scaffold_3.147	238.6	439
EOG09260THV	Complete	evm.model.scaffold_4.102	402.7	299
EOG09260TLW	Complete	evm.model.scaffold_2.102	715.2	574
EOG09260TPT	Missing
EOG09260TUT	Complete	evm.model.scaffold_6.81	749.8	465
EOG09260TVA	Complete	evm.model.scaffold_3.35	1104.5	596
EOG09260TWS	Complete	evm.model.scaffold_2.11	855.6	567
EOG09260U6R	Complete	evm.model.scaffold_3.8	679.7	646
EOG09260UA2	Complete	evm.model.scaffold_1.132	541.1	414
EOG09260UJK	Complete	evm.model.scaffold_6.88	363.4	359
EOG09260UXC	Complete	evm.model.scaffold_3.187	533.2	533
EOG09260V5Q	Complete	evm.model.scaffold_7.62	881.8	733
EOG09260V8Q	Missing
EOG09260VCG	Complete	evm.model.scaffold_4.51	254.5	313
EOG09260VEY	Complete	evm.model.scaffold_4.31	423.7	514
EOG09260VHV	Complete	evm.model.scaffold_5.58	522.8	607
EOG09260VTA	Complete	evm.model.scaffold_2.41	756.2	491
EOG09260VTN	Complete	evm.model.scaffold_3.108	713.7	489
EOG09260VYK	Complete	evm.model.scaffold_6.31	639.5	414
EOG09260W52	Complete	evm.model.scaffold_3.40	356.7	498
EOG09260W8D	Missing
EOG09260W9L	Complete	evm.model.scaffold_1.197	227.8	181
EOG09260WCZ	Complete	evm.model.scaffold_3.21	396.6	526
EOG09260WG2	Complete	evm.model.scaffold_7.2	596.7	516
EOG09260WGT	Complete	evm.model.scaffold_1.166	628.0	471
EOG09260WU6	Complete	evm.model.scaffold_5.91	352.0	367
EOG09260WUA	Complete	evm.model.scaffold_1.125	246.1	399
EOG09260WUS	Complete	evm.model.scaffold_5.121	563.1	619
EOG09260WYQ	Complete	evm.model.scaffold_8.16	898.3	611
EOG09260XH5	Complete	evm.model.scaffold_2.61	520.8	427
EOG09260XL0	Complete	evm.model.scaffold_4.69	622.0	488
EOG09260XMI	Complete	evm.model.scaffold_4.19	564.6	543
EOG09260XOG	Complete	evm.model.scaffold_5.100	1014.1	591
EOG09260XQV	Complete	evm.model.scaffold_1.99	534.1	462
EOG09260XSR	Complete	evm.model.scaffold_1.151	289.0	398
EOG09260Y2Q	Complete	evm.model.scaffold_2.153	424.4	313
EOG09260YMF	Complete	evm.model.scaffold_5.46	815.5	564
EOG09260Z3X	Complete	evm.model.scaffold_1.256	771.2	459
EOG09260Z5E	Complete	evm.model.scaffold_6.61	728.2	694
EOG09260ZG2	Complete	evm.model.scaffold_5.88	506.7	416
EOG09260ZWU	Complete	evm.model.scaffold_8.1	1139.6	616
EOG09261031	Complete	evm.model.scaffold_1.84	424.1	353
EOG092610KH	Complete	evm.model.scaffold_1.18	700.0	464
EOG092610LP	Complete	evm.model.scaffold_3.27	980.9	578
EOG092610LQ	Complete	evm.model.scaffold_2.156	319.7	247
EOG092610QT	Complete	evm.model.scaffold_2.53	303.8	334
EOG092610TN	Complete	evm.model.scaffold_7.71	654.4	524
EOG092610VI	Complete	evm.model.scaffold_3.9	1253.4	1071
EOG092610ZY	Complete	evm.model.scaffold_1.163	1139.8	806
EOG09261127	Complete	evm.model.scaffold_1.81	828.7	437
EOG0926112A	Missing
EOG09261145	Complete	evm.model.scaffold_3.163	845.0	477
EOG0926115P	Complete	evm.model.scaffold_4.60	240.9	272
EOG0926115V	Complete	evm.model.scaffold_2.182	150.9	212
EOG092611G7	Complete	evm.model.scaffold_1.242	625.9	525
EOG092611HB	Missing
EOG09261225	Complete	evm.model.scaffold_4.23	966.1	484
EOG0926129I	Missing
EOG092612AK	Complete	evm.model.scaffold_1.2	429.4	506
EOG092612CC	Complete	evm.model.scaffold_3.80	294.9	218
EOG092612J3	Missing
EOG092612LP	Complete	evm.model.scaffold_1.96	764.3	511
EOG092612MY	Complete	evm.model.scaffold_3.76	761.2	686
EOG092612XD	Complete	evm.model.scaffold_4.66	930.4	902
EOG0926131E	Complete	evm.model.scaffold_5.35	534.6	278
EOG0926133I	Complete	evm.model.scaffold_1.19	753.1	536
EOG0926137U	Complete	evm.model.scaffold_1.138	606.1	562
EOG092613QA	Complete	evm.model.scaffold_2.101	390.8	333
EOG092613R2	Missing
EOG092613S3	Complete	evm.model.scaffold_2.151	412.6	295
EOG092613UB	Complete	evm.model.scaffold_3.184	543.3	400
EOG09261404	Complete	evm.model.scaffold_3.34	478.1	483
EOG0926140Q	Complete	evm.model.scaffold_7.43	915.4	522
EOG0926142H	Complete	evm.model.scaffold_1.54	532.0	403
EOG0926142Y	Complete	evm.model.scaffold_6.63	599.8	529
EOG0926146A	Complete	evm.model.scaffold_2.42	717.9	527
EOG09261476	Complete	evm.model.scaffold_2.169	444.4	407
EOG092614DJ	Complete	evm.model.scaffold_1.102	340.2	308
EOG092614E6	Complete	evm.model.scaffold_3.152	869.9	477
EOG092614O9	Complete	evm.model.scaffold_5.103	616.1	511
EOG092614UB	Complete	evm.model.scaffold_6.53	387.5	325
EOG092614ZG	Complete	evm.model.scaffold_3.52	349.8	366
EOG0926158Y	Complete	evm.model.scaffold_1.115	404.4	414
EOG092615CC	Complete	evm.model.scaffold_4.75	566.0	472
EOG092615IE	Complete	evm.model.scaffold_5.12	611.8	547
EOG092615SM	Missing
EOG092615Y4	Complete	evm.model.scaffold_1.70	556.4	391
EOG09261660	Missing
EOG09261666	Complete	evm.model.scaffold_2.184	379.3	383
EOG092616QN	Complete	evm.model.scaffold_5.21	609.4	596
EOG092616YZ	Complete	evm.model.scaffold_1.131	1023.7	658
EOG09261727	Complete	evm.model.scaffold_2.47	260.0	483
EOG092617AN	Complete	evm.model.scaffold_4.15	1230.1	934
EOG092617RN	Complete	evm.model.scaffold_2.142	1094.4	572
EOG092617RY	Complete	evm.model.scaffold_1.223	192.4	356
EOG092617S2	Complete	evm.model.scaffold_1.144	523.6	462
EOG09261801	Missing
EOG092618J9	Complete	evm.model.scaffold_1.208	366.9	342
EOG092618M2	Complete	evm.model.scaffold_4.65	346.9	343
EOG092618UZ	Complete	evm.model.scaffold_1.149	162.0	255
EOG0926195C	Missing
EOG092619EA	Complete	evm.model.scaffold_6.34	668.4	444
EOG092619GP	Complete	evm.model.scaffold_6.2	380.5	410
EOG092619L1	Complete	evm.model.scaffold_2.69	400.0	387
EOG092619MJ	Complete	evm.model.scaffold_5.112	573.5	464
EOG092619NK	Complete	evm.model.scaffold_4.88	906.3	566
EOG092619RJ	Missing
EOG092619VG	Complete	evm.model.scaffold_7.67	310.8	441
EOG09261A3K	Missing
EOG09261ABB	Complete	evm.model.scaffold_1.179	473.5	420
EOG09261ACJ	Missing
EOG09261AH9	Complete	evm.model.scaffold_4.106	600.0	534
EOG09261AMX	Missing
EOG09261B14	Complete	evm.model.scaffold_3.178	428.8	391
EOG09261B18	Complete	evm.model.scaffold_5.84	486.5	902
EOG09261B3Q	Complete	evm.model.scaffold_1.189	440.5	474
EOG09261B6Y	Complete	evm.model.scaffold_6.44	662.0	412
EOG09261BP0	Complete	evm.model.scaffold_1.113	404.4	383
EOG09261BPJ	Complete	evm.model.scaffold_1.93	413.1	438
EOG09261C0G	Complete	evm.model.scaffold_2.134	541.5	529
EOG09261CM0	Complete	evm.model.scaffold_1.153	480.7	385
EOG09261CQG	Complete	evm.model.scaffold_8.66	645.5	459
EOG09261CWO	Complete	evm.model.scaffold_1.150	274.0	393
EOG09261CXQ	Complete	evm.model.scaffold_1.185	332.0	334
EOG09261D4D	Complete	evm.model.scaffold_4.64	531.1	370
EOG09261DG0	Missing
EOG09261DGU	Missing
EOG09261DHR	Complete	evm.model.scaffold_8.65	864.8	500
EOG09261DJC	Complete	evm.model.scaffold_5.101	245.8	334
EOG09261DRB	Complete	evm.model.scaffold_2.114	147.2	257
EOG09261DW8	Complete	evm.model.scaffold_5.19	511.6	419
EOG09261EAB	Complete	evm.model.scaffold_4.91	507.7	380
EOG09261EM7	Complete	evm.model.scaffold_2.138	318.1	304
EOG09261EMF	Complete	evm.model.scaffold_1.78	245.2	271
EOG09261EU7	Complete	evm.model.scaffold_2.63	316.5	261
EOG09261EY9	Missing
EOG09261F73	Complete	evm.model.scaffold_6.84	761.0	411
EOG09261F9G	Complete	evm.model.scaffold_1.222	168.6	137
EOG09261FAB	Complete	evm.model.scaffold_5.20	172.8	184
EOG09261FAX	Complete	evm.model.scaffold_1.210	392.1	469
EOG09261FH7	Complete	evm.model.scaffold_5.39	681.1	507
EOG09261FM4	Complete	evm.model.scaffold_1.148	367.7	390
EOG09261G1Y	Complete	evm.model.scaffold_8.45	1176.5	620
EOG09261G4Z	Complete	evm.model.scaffold_5.96	328.8	301
EOG09261G92	Complete	evm.model.scaffold_4.54	234.6	281
EOG09261H5E	Complete	evm.model.scaffold_2.19	446.8	390
EOG09261HB6	Complete	evm.model.scaffold_3.2	414.9	305
EOG09261HM3	Complete	evm.model.scaffold_3.139	897.8	483
EOG09261HQU	Complete	evm.model.scaffold_1.53	170.2	243
EOG09261HZD	Complete	evm.model.scaffold_5.85	474.8	423
EOG09261I0F	Complete	evm.model.scaffold_2.80	344.7	317
EOG09261I1G	Complete	evm.model.scaffold_2.71	453.0	418
EOG09261I1I	Complete	evm.model.scaffold_1.164	537.8	520
EOG09261I8J	Complete	evm.model.scaffold_3.176	326.3	363
EOG09261IBJ	Missing
EOG09261ICI	Complete	evm.model.scaffold_8.12	437.7	354
EOG09261IEH	Complete	evm.model.scaffold_1.31	375.6	330
EOG09261IEV	Complete	evm.model.scaffold_6.26	409.0	406
EOG09261IFQ	Complete	evm.model.scaffold_4.33	381.5	601
EOG09261IOS	Complete	evm.model.scaffold_6.20	597.2	377
EOG09261J0P	Complete	evm.model.scaffold_2.116	937.4	494
EOG09261JCQ	Complete	evm.model.scaffold_6.23	526.5	350
EOG09261JR0	Complete	evm.model.scaffold_1.199	370.6	300
EOG09261JUE	Complete	evm.model.scaffold_5.82	798.8	458
EOG09261JVS	Complete	evm.model.scaffold_5.17	317.5	310
EOG09261JWS	Missing
EOG09261K9J	Complete	evm.model.scaffold_2.21	262.4	340
EOG09261KHB	Complete	evm.model.scaffold_2.104	980.3	455
EOG09261KRX	Complete	evm.model.scaffold_2.139	249.7	247
EOG09261KZ6	Complete	evm.model.scaffold_1.73	396.8	265
EOG09261L4M	Complete	evm.model.scaffold_3.165	583.9	452
EOG09261LEU	Complete	evm.model.scaffold_5.51	351.1	314
EOG09261LPY	Complete	evm.model.scaffold_1.212	436.9	278
EOG09261LV7	Complete	evm.model.scaffold_3.119	327.8	489
EOG09261M4S	Complete	evm.model.scaffold_1.175	383.5	349
EOG09261M78	Missing
EOG09261MG9	Complete	evm.model.scaffold_3.31	668.5	387
EOG09261MMR	Missing
EOG09261MOX	Complete	evm.model.scaffold_7.23	384.8	506
EOG09261MPU	Complete	evm.model.scaffold_4.26	573.0	341
EOG09261N20	Missing
EOG09261N2L	Complete	evm.model.scaffold_4.118	216.1	233
EOG09261N64	Missing
EOG09261NLR	Complete	evm.model.scaffold_2.44	796.1	468
EOG09261NLY	Missing
EOG09261NW2	Complete	evm.model.scaffold_3.116	860.2	641
EOG09261O4Y	Complete	evm.model.scaffold_3.124	592.0	390
EOG09261O7R	Missing
EOG09261OIA	Complete	evm.model.scaffold_8.58	716.6	564
EOG09261OIF	Complete	evm.model.scaffold_6.71	682.7	412
EOG09261OKK	Complete	evm.model.scaffold_2.171	342.1	303
EOG09261OLD	Complete	evm.model.scaffold_1.228	591.1	405
EOG09261ONU	Missing
EOG09261OSU	Complete	evm.model.scaffold_6.4	745.9	437
EOG09261OXD	Complete	evm.model.scaffold_3.75	417.2	485
EOG09261OXV	Complete	evm.model.scaffold_1.112	668.5	826
EOG09261P7G	Complete	evm.model.scaffold_1.183	278.9	295
EOG09261PJZ	Complete	evm.model.scaffold_7.6	235.8	143
EOG09261PNZ	Missing
EOG09261PUF	Complete	evm.model.scaffold_3.171	748.2	414
EOG09261Q18	Complete	evm.model.scaffold_1.92	448.2	424
EOG09261Q5L	Complete	evm.model.scaffold_6.90	280.6	307
EOG09261QR5	Complete	evm.model.scaffold_3.14	439.3	435
EOG09261QR8	Complete	evm.model.scaffold_2.100	425.6	350
EOG09261QXC	Complete	evm.model.scaffold_3.109	811.0	453
EOG09261QYO	Complete	evm.model.scaffold_5.59	470.6	385
EOG09261RFF	Complete	evm.model.scaffold_4.109	539.9	326
EOG09261RU1	Complete	evm.model.scaffold_1.62	627.5	372
EOG09261RWJ	Complete	evm.model.scaffold_2.113	826.2	458
EOG09261RWU	Complete	evm.model.scaffold_3.140	411.4	330
EOG09261S0S	Complete	evm.model.scaffold_1.133	191.2	162
EOG09261S7X	Complete	evm.model.scaffold_6.67	178.9	245
EOG09261SS1	Complete	evm.model.scaffold_5.18	458.0	325
EOG09261T6U	Complete	evm.model.scaffold_3.130	842.0	464
EOG09261T74	Complete	evm.model.scaffold_5.4	904.9	439
EOG09261T98	Complete	evm.model.scaffold_3.131	742.2	408
EOG09261TEQ	Complete	evm.model.scaffold_6.32	704.7	467
EOG09261TPN	Complete	evm.model.scaffold_6.39	908.4	438
EOG09261UMG	Complete	evm.model.scaffold_1.190	776.4	492
EOG09261UOJ	Missing
EOG09261UPM	Complete	evm.model.scaffold_2.167	325.5	417
EOG09261UWT	Complete	evm.model.scaffold_2.56	331.5	208
EOG09261V03	Complete	evm.model.scaffold_1.15	452.4	337
EOG09261V2P	Complete	evm.model.scaffold_2.54	153.2	358
