# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/P.pastoris_GS115/predict_misc/genome.softmasked.fa -o p.pastoris_gs115_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m genome -c 28 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG0926071Q	Complete	scaffold_1	1030218	1033514	604.7	961
EOG0926073O	Complete	scaffold_3	634905	638845	1065.3	842
EOG0926074Y	Complete	scaffold_1	1116529	1120149	1444.5	990
EOG09260779	Complete	scaffold_2	1568863	1573071	799.7	1079
EOG0926077L	Complete	scaffold_2	225734	229303	226.5	524
EOG0926079Q	Missing
EOG092607OQ	Complete	scaffold_3	1915868	1919407	711.5	769
EOG092607QZ	Complete	scaffold_4	1499066	1502320	989.9	761
EOG092607ZS	Complete	scaffold_2	173188	177351	1282.5	1029
EOG092608AE	Complete	scaffold_2	1098167	1103879	965.2	933
EOG092608AV	Complete	scaffold_1	1998904	2002518	864.8	862
EOG092608C4	Complete	scaffold_1	2424867	2428913	1627.5	1012
EOG092608GK	Complete	scaffold_3	590012	593641	300.3	633
EOG092608L0	Complete	scaffold_4	1202277	1206026	1484.3	920
EOG092608RH	Complete	scaffold_1	2385319	2388549	440.9	907
EOG092608T8	Complete	scaffold_2	768523	771636	1144.3	745
EOG092608WI	Complete	scaffold_2	1462448	1465324	533.1	510
EOG092608WU	Complete	scaffold_1	718681	722394	458.5	732
EOG092608ZS	Complete	scaffold_2	1957199	1960159	1124.1	766
EOG0926092K	Complete	scaffold_4	1357436	1360654	1580.4	908
EOG09260931	Complete	scaffold_1	1532069	1535155	370.8	626
EOG092609JB	Complete	scaffold_2	222543	226126	786.5	729
EOG092609O9	Missing
EOG092609RF	Complete	scaffold_2	844395	848588	1333.1	941
EOG092609YT	Complete	scaffold_2	252727	255516	805.4	740
EOG09260A27	Complete	scaffold_1	1064854	1067763	701.0	577
EOG09260A6Q	Complete	scaffold_2	640879	645082	522.0	663
EOG09260A98	Complete	scaffold_1	1823999	1827994	615.1	778
EOG09260ABY	Complete	scaffold_2	1935267	1938500	1426.3	944
EOG09260AEC	Complete	scaffold_1	2041444	2043573	613.4	536
EOG09260APA	Fragmented	scaffold_3	631443	632602	32.1	109
EOG09260AQB	Complete	scaffold_3	2002922	2005798	1257.3	792
EOG09260AZA	Complete	scaffold_2	156825	159830	1528.5	852
EOG09260AZK	Complete	scaffold_2	2040811	2043693	738.7	674
EOG09260AZM	Complete	scaffold_1	1831236	1834538	1360.1	823
EOG09260B3H	Complete	scaffold_4	1086766	1089897	608.4	525
EOG09260B3X	Complete	scaffold_2	1485289	1487994	961.4	725
EOG09260B65	Complete	scaffold_2	1157057	1160334	418.3	713
EOG09260BFE	Missing
EOG09260BL6	Complete	scaffold_1	1428052	1431084	563.2	493
EOG09260BRA	Complete	scaffold_1	2310011	2312569	631.7	385
EOG09260BSW	Complete	scaffold_1	1434346	1437462	955.0	750
EOG09260BYL	Complete	scaffold_1	2647156	2649561	987.7	522
EOG09260BZ0	Complete	scaffold_4	1678290	1681151	483.7	666
EOG09260C2V	Complete	scaffold_3	1215967	1218171	533.5	694
EOG09260C5W	Fragmented	scaffold_2	2323053	2327225	270.3	511
EOG09260CKC	Fragmented	scaffold_4	338244	339897	275.6	206
EOG09260CMZ	Complete	scaffold_1	1244048	1247071	415.2	627
EOG09260DBG	Complete	scaffold_1	2754159	2757502	1187.8	776
EOG09260DFH	Complete	scaffold_4	1071945	1075100	844.7	812
EOG09260DFJ	Missing
EOG09260DP1	Complete	scaffold_2	167266	170787	1101.6	753
EOG09260DUR	Complete	scaffold_3	1105831	1108899	336.6	546
EOG09260DUW	Complete	scaffold_2	416390	419308	493.8	637
EOG09260DXP	Complete	scaffold_3	179154	182531	836.1	635
EOG09260E2O	Complete	scaffold_2	502751	505384	1057.1	687
EOG09260E8K	Complete	scaffold_2	582573	585695	1124.3	818
EOG09260EAZ	Complete	scaffold_3	1991316	1994450	589.0	790
EOG09260EE7	Complete	scaffold_2	1132185	1135007	883.7	746
EOG09260EOI	Complete	scaffold_1	2537542	2541597	405.4	830
EOG09260EPQ	Complete	scaffold_1	2596878	2599673	817.9	615
EOG09260EPS	Fragmented	scaffold_3	1920959	1922962	71.7	191
EOG09260EQD	Complete	scaffold_4	123739	126957	244.9	396
EOG09260ERO	Complete	scaffold_3	1663407	1666457	1460.0	882
EOG09260ETR	Complete	scaffold_2	1713919	1717104	1413.4	791
EOG09260EZT	Complete	scaffold_1	1576159	1578831	449.6	508
EOG09260FFP	Complete	scaffold_3	1644284	1645717	249.9	189
EOG09260FKU	Complete	scaffold_2	1128580	1130196	260.5	298
EOG09260FL2	Complete	scaffold_3	417461	419890	590.7	690
EOG09260FMW	Complete	scaffold_1	539584	542739	1086.6	697
EOG09260FPA	Missing
EOG09260FX0	Complete	scaffold_4	1563689	1567258	660.8	803
EOG09260FZZ	Complete	scaffold_1	431103	433937	569.3	696
EOG09260GF5	Complete	scaffold_1	1636335	1640841	613.9	1101
EOG09260GIX	Complete	scaffold_4	1344600	1347188	383.8	540
EOG09260GKG	Complete	scaffold_4	1513629	1516527	1188.8	800
EOG09260GOF	Complete	scaffold_4	1458424	1460340	418.0	335
EOG09260GR8	Complete	scaffold_4	567012	570396	448.9	512
EOG09260H6E	Complete	scaffold_1	698538	700364	328.7	235
EOG09260H81	Complete	scaffold_2	2369396	2372953	272.4	636
EOG09260HMA	Complete	scaffold_4	531660	534272	1082.2	781
EOG09260HPO	Complete	scaffold_3	889762	892641	1284.2	786
EOG09260HS3	Complete	scaffold_2	1060725	1063400	628.2	757
EOG09260HSP	Complete	scaffold_1	1776374	1778836	1065.1	574
EOG09260IU8	Complete	scaffold_1	2519824	2523057	287.3	661
EOG09260J53	Missing
EOG09260J8F	Complete	scaffold_2	570082	572415	689.4	435
EOG09260J97	Complete	scaffold_1	1251678	1253903	604.5	585
EOG09260JDM	Complete	scaffold_1	311162	313192	304.0	256
EOG09260JED	Complete	scaffold_3	1748452	1751199	1103.5	734
EOG09260JJW	Complete	scaffold_2	802606	804975	599.5	557
EOG09260JNY	Complete	scaffold_1	2763489	2766356	196.9	406
EOG09260JO5	Complete	scaffold_2	1897689	1901597	923.9	819
EOG09260JPV	Complete	scaffold_1	115746	118430	548.8	704
EOG09260JT9	Complete	scaffold_1	2070609	2073389	1103.9	687
EOG09260JTZ	Complete	scaffold_4	452161	454884	1049.6	786
EOG09260K24	Complete	scaffold_3	1334353	1336500	676.9	571
EOG09260K29	Complete	scaffold_3	2120285	2125342	310.8	267
EOG09260K4B	Complete	scaffold_3	1542766	1545528	637.4	521
EOG09260K4V	Complete	scaffold_1	2370291	2373308	971.1	748
EOG09260K5F	Complete	scaffold_1	2239344	2241716	416.8	584
EOG09260KCB	Complete	scaffold_4	140438	142852	261.1	481
EOG09260KCW	Complete	scaffold_2	1599987	1602101	966.5	574
EOG09260KDB	Complete	scaffold_2	2238092	2241043	901.1	721
EOG09260KGS	Missing
EOG09260KIY	Complete	scaffold_3	1124974	1126833	563.5	389
EOG09260KM4	Complete	scaffold_1	1418972	1420222	235.9	263
EOG09260KNI	Complete	scaffold_4	1375367	1376629	309.3	290
EOG09260KNR	Complete	scaffold_4	63794	65884	570.3	420
EOG09260KUC	Complete	scaffold_2	384783	387287	839.2	577
EOG09260KWP	Complete	scaffold_4	1255297	1258542	695.8	529
EOG09260LBU	Complete	scaffold_2	289344	291650	1071.1	660
EOG09260LI6	Complete	scaffold_1	2096785	2099799	678.4	608
EOG09260LJ8	Complete	scaffold_2	1809739	1812066	486.5	519
EOG09260LRX	Complete	scaffold_2	1180823	1183540	458.8	561
EOG09260LS9	Complete	scaffold_1	2236866	2237780	350.8	241
EOG09260LVD	Complete	scaffold_2	913187	914827	195.6	262
EOG09260M44	Complete	scaffold_2	1144913	1147795	312.2	544
EOG09260M87	Complete	scaffold_1	2327280	2329727	706.2	570
EOG09260MBW	Complete	scaffold_2	334877	337441	399.7	491
EOG09260MRU	Complete	scaffold_3	487726	490017	895.7	637
EOG09260N2T	Complete	scaffold_3	1248689	1250932	339.2	409
EOG09260N53	Complete	scaffold_1	470731	472842	555.9	511
EOG09260NAN	Missing
EOG09260NC6	Complete	scaffold_3	669237	671513	847.2	533
EOG09260NE0	Complete	scaffold_1	841716	842888	112.0	120
EOG09260NHB	Missing
EOG09260NHN	Complete	scaffold_2	232523	235630	1123.7	749
EOG09260NJW	Complete	scaffold_2	1239435	1242320	984.7	731
EOG09260NNR	Complete	scaffold_1	1691500	1693950	886.9	546
EOG09260NWN	Complete	scaffold_1	1133222	1136086	688.8	713
EOG09260NXC	Complete	scaffold_3	2191340	2194066	537.6	586
EOG09260NXJ	Complete	scaffold_4	1619258	1621969	435.0	634
EOG09260NY2	Fragmented	scaffold_2	547796	550216	417.0	540
EOG09260NZ8	Complete	scaffold_2	1015301	1018778	520.1	418
EOG09260OCI	Missing
EOG09260OE9	Complete	scaffold_4	71514	76160	570.4	759
EOG09260OLB	Complete	scaffold_4	434760	436598	270.1	300
EOG09260OM6	Complete	scaffold_3	2007932	2010184	1039.8	646
EOG09260OQ8	Complete	scaffold_3	1464851	1467775	780.9	688
EOG09260OZU	Complete	scaffold_2	1399500	1403900	515.6	869
EOG09260P2K	Complete	scaffold_3	2133109	2136597	581.9	529
EOG09260P5R	Complete	scaffold_1	2516145	2519622	325.4	264
EOG09260PI1	Complete	scaffold_2	1257187	1259883	272.2	407
EOG09260PJ9	Missing
EOG09260QNB	Complete	scaffold_2	2250975	2253219	581.9	551
EOG09260QVP	Complete	scaffold_2	611713	614208	210.1	293
EOG09260R84	Missing
EOG09260R9L	Complete	scaffold_1	2125133	2127682	255.7	454
EOG09260RGH	Fragmented	scaffold_2	535903	537582	576.0	418
EOG09260RNZ	Complete	scaffold_1	1659603	1662047	393.1	512
EOG09260RRC	Missing
EOG09260RRN	Complete	scaffold_4	868455	872894	1130.2	728
EOG09260RS7	Complete	scaffold_3	762084	764024	529.6	512
EOG09260RVQ	Missing
EOG09260S2Z	Missing
EOG09260S3L	Complete	scaffold_2	1680898	1683399	301.5	411
EOG09260S5R	Complete	scaffold_1	1765625	1768505	515.7	412
EOG09260SAH	Missing
EOG09260SIZ	Missing
EOG09260SJV	Complete	scaffold_1	536447	539260	770.6	678
EOG09260SL3	Complete	scaffold_2	680824	683175	1072.8	585
EOG09260SR2	Missing
EOG09260SRF	Complete	scaffold_2	1177848	1179938	1036.8	611
EOG09260T28	Complete	scaffold_1	2320228	2322759	635.0	618
EOG09260T4S	Complete	scaffold_1	2710057	2712759	487.1	462
EOG09260TDY	Complete	scaffold_4	517432	519429	240.4	362
EOG09260THV	Complete	scaffold_1	730793	732250	407.2	301
EOG09260TLW	Complete	scaffold_1	1985666	1987807	688.2	550
EOG09260TPT	Missing
EOG09260TUT	Complete	scaffold_2	645192	648149	757.7	465
EOG09260TVA	Complete	scaffold_1	2307568	2309796	1009.2	592
EOG09260TWS	Complete	scaffold_4	1540708	1543053	887.3	571
EOG09260U6R	Missing
EOG09260UA2	Missing
EOG09260UJK	Complete	scaffold_2	2315946	2317592	285.6	359
EOG09260UXC	Complete	scaffold_1	2050818	2053436	466.2	572
EOG09260V5Q	Complete	scaffold_4	904746	907232	860.1	692
EOG09260V8Q	Fragmented	scaffold_1	2494685	2502048	235.2	264
EOG09260VCG	Complete	scaffold_4	984311	986434	269.3	341
EOG09260VEY	Complete	scaffold_1	938670	940766	361.3	481
EOG09260VHV	Complete	scaffold_2	1612136	1614865	336.5	618
EOG09260VTA	Complete	scaffold_3	289030	290799	752.8	493
EOG09260VTN	Complete	scaffold_1	1649133	1653758	703.6	483
EOG09260VYK	Complete	scaffold_1	2616966	2618621	637.5	419
EOG09260W52	Complete	scaffold_2	438097	440043	283.9	457
EOG09260W8D	Missing
EOG09260W9L	Complete	scaffold_3	1182544	1185755	258.2	207
EOG09260WCZ	Complete	scaffold_1	1151978	1156054	394.5	513
EOG09260WG2	Complete	scaffold_2	2332275	2334575	570.5	524
EOG09260WGT	Complete	scaffold_4	963092	965323	600.1	461
EOG09260WU6	Complete	scaffold_2	678663	680777	353.2	361
EOG09260WUA	Complete	scaffold_2	361644	363335	267.4	365
EOG09260WUS	Missing
EOG09260WYQ	Complete	scaffold_3	562967	565384	917.4	622
EOG09260XH5	Complete	scaffold_1	1022923	1024443	526.3	390
EOG09260XL0	Complete	scaffold_1	1024469	1026355	601.8	493
EOG09260XMI	Complete	scaffold_4	430621	432444	540.2	542
EOG09260XOG	Complete	scaffold_2	1293942	1296111	993.8	596
EOG09260XQV	Complete	scaffold_3	421295	423256	506.9	459
EOG09260XSR	Complete	scaffold_3	1770641	1778433	243.8	333
EOG09260Y2Q	Complete	scaffold_3	881649	882854	400.7	312
EOG09260YMF	Complete	scaffold_4	467913	470213	814.9	564
EOG09260Z3X	Complete	scaffold_3	1397720	1399405	768.2	459
EOG09260Z5E	Fragmented	scaffold_2	260778	262673	587.8	513
EOG09260ZG2	Complete	scaffold_4	494135	495982	515.6	424
EOG09260ZWU	Complete	scaffold_2	1523871	1526069	1106.0	621
EOG09261031	Complete	scaffold_2	1808079	1809470	414.8	349
EOG092610KH	Complete	scaffold_2	1312999	1314957	681.5	464
EOG092610LP	Complete	scaffold_4	471614	473752	974.5	576
EOG092610LQ	Complete	scaffold_3	886269	887993	334.7	254
EOG092610QT	Complete	scaffold_2	1577884	1579773	260.8	359
EOG092610TN	Complete	scaffold_3	550571	552928	646.3	581
EOG092610VI	Complete	scaffold_3	675417	679229	1235.4	1063
EOG092610ZY	Complete	scaffold_1	1044418	1047540	1115.7	838
EOG09261127	Complete	scaffold_2	178705	180525	817.8	437
EOG0926112A	Complete	scaffold_3	665692	668235	644.7	723
EOG09261145	Complete	scaffold_3	1296088	1297818	832.9	474
EOG0926115P	Complete	scaffold_3	361763	363502	251.8	219
EOG0926115V	Complete	scaffold_4	1247391	1249210	159.5	197
EOG092611G7	Complete	scaffold_1	2342901	2345126	633.2	530
EOG092611HB	Missing
EOG09261225	Complete	scaffold_1	1142705	1144609	948.3	484
EOG0926129I	Complete	scaffold_1	1257760	1259835	415.9	464
EOG092612AK	Fragmented	scaffold_3	598400	601021	400.0	445
EOG092612CC	Complete	scaffold_4	1301098	1302900	302.4	275
EOG092612J3	Complete	scaffold_4	1337012	1338877	146.6	384
EOG092612LP	Complete	scaffold_1	1881445	1883904	713.8	516
EOG092612MY	Complete	scaffold_1	2109364	2112384	729.2	650
EOG092612XD	Complete	scaffold_3	202296	205295	812.3	852
EOG0926131E	Complete	scaffold_1	2185784	2188215	524.6	278
EOG0926133I	Complete	scaffold_3	1329393	1331282	761.3	511
EOG0926137U	Complete	scaffold_4	935542	941809	527.4	524
EOG092613QA	Complete	scaffold_2	725446	727152	374.7	333
EOG092613R2	Missing
EOG092613S3	Complete	scaffold_3	2083333	2085097	419.9	327
EOG092613UB	Complete	scaffold_1	2759410	2763318	552.4	398
EOG09261404	Complete	scaffold_2	674845	678396	477.8	441
EOG0926140Q	Complete	scaffold_2	1191152	1193092	898.1	541
EOG0926142H	Complete	scaffold_2	2274159	2276015	508.1	426
EOG0926142Y	Complete	scaffold_2	266745	268784	531.3	527
EOG0926146A	Complete	scaffold_3	290833	293733	706.2	544
EOG09261476	Complete	scaffold_3	1360013	1363588	413.6	472
EOG092614DJ	Complete	scaffold_3	423308	424990	358.0	308
EOG092614E6	Complete	scaffold_3	1780377	1782182	865.0	498
EOG092614O9	Complete	scaffold_1	2420134	2423089	582.7	506
EOG092614UB	Complete	scaffold_1	2080197	2081750	404.2	331
EOG092614ZG	Complete	scaffold_3	134238	135596	301.9	345
EOG0926158Y	Complete	scaffold_1	1609599	1611752	376.7	397
EOG092615CC	Complete	scaffold_4	995984	998641	567.6	467
EOG092615IE	Complete	scaffold_2	303127	305095	608.8	503
EOG092615SM	Complete	scaffold_1	2323529	2325832	647.3	596
EOG092615Y4	Complete	scaffold_2	1283660	1285360	544.3	416
EOG09261660	Complete	scaffold_4	1441051	1442787	418.1	418
EOG09261666	Complete	scaffold_3	1085043	1087043	386.5	400
EOG092616QN	Complete	scaffold_3	1480269	1482701	605.2	546
EOG092616YZ	Missing
EOG09261727	Missing
EOG092617AN	Complete	scaffold_1	889222	892794	1166.6	862
EOG092617RN	Complete	scaffold_3	1392532	1394373	1083.9	572
EOG092617RY	Fragmented	scaffold_3	645856	647718	202.5	312
EOG092617S2	Complete	scaffold_1	956552	958732	523.3	461
EOG09261801	Complete	scaffold_1	2478163	2480007	339.7	383
EOG092618J9	Complete	scaffold_1	300275	302074	372.4	363
EOG092618M2	Missing
EOG092618UZ	Missing
EOG0926195C	Missing
EOG092619EA	Missing
EOG092619GP	Complete	scaffold_1	2661852	2664955	354.9	350
EOG092619L1	Complete	scaffold_1	2608861	2610639	460.4	435
EOG092619MJ	Complete	scaffold_4	508351	510340	587.6	458
EOG092619NK	Complete	scaffold_4	207127	209034	875.4	558
EOG092619RJ	Complete	scaffold_1	1774277	1776319	540.9	576
EOG092619VG	Complete	scaffold_3	129687	132002	339.0	432
EOG09261A3K	Complete	scaffold_4	1649568	1652702	960.2	883
EOG09261ABB	Missing
EOG09261ACJ	Complete	scaffold_4	1424823	1426913	171.5	490
EOG09261AH9	Complete	scaffold_4	969039	970943	573.3	534
EOG09261AMX	Complete	scaffold_3	1433391	1435205	588.8	388
EOG09261B14	Complete	scaffold_1	1930483	1932651	427.8	391
EOG09261B18	Fragmented	scaffold_4	169593	172442	146.5	240
EOG09261B3Q	Complete	scaffold_1	2559718	2561850	442.9	384
EOG09261B6Y	Complete	scaffold_2	507151	508659	634.4	412
EOG09261BP0	Complete	scaffold_1	1798404	1800176	381.4	415
EOG09261BPJ	Complete	scaffold_4	1413819	1415756	409.1	465
EOG09261C0G	Complete	scaffold_4	1223010	1225316	467.1	533
EOG09261CM0	Missing
EOG09261CQG	Complete	scaffold_1	1279048	1282265	617.7	482
EOG09261CWO	Complete	scaffold_4	120724	122877	204.9	388
EOG09261CXQ	Complete	scaffold_1	341956	343878	335.0	370
EOG09261D4D	Complete	scaffold_3	190791	192482	525.4	375
EOG09261DG0	Complete	scaffold_4	591699	594854	206.9	258
EOG09261DGU	Complete	scaffold_1	900834	902810	615.6	496
EOG09261DHR	Complete	scaffold_1	1282721	1284754	857.2	497
EOG09261DJC	Complete	scaffold_2	1189451	1191010	227.1	358
EOG09261DRB	Complete	scaffold_4	826624	828577	161.4	272
EOG09261DW8	Complete	scaffold_3	1972100	1973857	507.9	447
EOG09261EAB	Complete	scaffold_4	46215	47867	488.6	328
EOG09261EM7	Complete	scaffold_3	2160209	2161933	271.7	286
EOG09261EMF	Complete	scaffold_2	1858946	1861114	239.1	277
EOG09261EU7	Complete	scaffold_1	73492	75627	320.9	295
EOG09261EY9	Complete	scaffold_3	2107255	2109255	455.3	435
EOG09261F73	Complete	scaffold_1	660014	661654	783.3	412
EOG09261F9G	Complete	scaffold_3	521900	522508	170.9	137
EOG09261FAB	Complete	scaffold_3	696575	697663	172.1	217
EOG09261FAX	Complete	scaffold_3	226274	228238	383.9	416
EOG09261FH7	Complete	scaffold_2	1474629	1476491	656.3	506
EOG09261FM4	Complete	scaffold_2	2327259	2329100	361.5	398
EOG09261G1Y	Complete	scaffold_1	1644458	1646578	1139.7	619
EOG09261G4Z	Complete	scaffold_1	1291703	1293676	319.6	302
EOG09261G92	Complete	scaffold_3	436426	437808	276.2	254
EOG09261H5E	Complete	scaffold_2	160978	162453	473.9	367
EOG09261HB6	Complete	scaffold_2	1865183	1872685	335.3	242
EOG09261HM3	Complete	scaffold_2	1025457	1027139	855.9	484
EOG09261HQU	Complete	scaffold_3	611464	613074	228.2	265
EOG09261HZD	Complete	scaffold_1	1091193	1093046	441.0	378
EOG09261I0F	Complete	scaffold_3	2164600	2165895	344.3	349
EOG09261I1G	Complete	scaffold_4	539945	542752	408.2	429
EOG09261I1I	Complete	scaffold_2	692792	694888	473.6	493
EOG09261I8J	Complete	scaffold_1	2032766	2038724	309.9	294
EOG09261IBJ	Missing
EOG09261ICI	Complete	scaffold_1	446912	448387	366.0	315
EOG09261IEH	Missing
EOG09261IEV	Missing
EOG09261IFQ	Fragmented	scaffold_1	926173	926946	107.3	146
EOG09261IOS	Complete	scaffold_2	958970	960613	603.5	405
EOG09261J0P	Complete	scaffold_4	310128	312485	931.9	494
EOG09261JCQ	Complete	scaffold_2	1072491	1074272	517.7	345
EOG09261JR0	Complete	scaffold_1	560545	562128	376.4	299
EOG09261JUE	Complete	scaffold_1	1593329	1594999	791.5	453
EOG09261JVS	Complete	scaffold_2	1015301	1017888	312.9	337
EOG09261JWS	Complete	scaffold_2	2031919	2033586	518.7	393
EOG09261K9J	Complete	scaffold_1	1745035	1746432	239.6	354
EOG09261KHB	Complete	scaffold_3	2236187	2237757	983.3	455
EOG09261KRX	Missing
EOG09261KZ6	Complete	scaffold_4	589920	591638	400.6	265
EOG09261L4M	Complete	scaffold_4	1369782	1371533	569.4	483
EOG09261LEU	Complete	scaffold_2	766515	768335	340.7	294
EOG09261LPY	Complete	scaffold_1	2778814	2780133	434.8	282
EOG09261LV7	Complete	scaffold_2	1895511	1897502	324.1	459
EOG09261M4S	Complete	scaffold_3	248830	250308	362.2	331
EOG09261M78	Complete	scaffold_3	1152181	1153686	560.5	392
EOG09261MG9	Complete	scaffold_2	670022	671401	671.6	398
EOG09261MMR	Complete	scaffold_1	2607038	2608531	414.8	381
EOG09261MOX	Complete	scaffold_1	2475150	2476895	411.4	549
EOG09261MPU	Complete	scaffold_1	140637	142182	584.0	343
EOG09261N20	Complete	scaffold_1	330636	331979	159.9	280
EOG09261N2L	Missing
EOG09261N64	Complete	scaffold_2	578841	580355	698.8	430
EOG09261NLR	Complete	scaffold_2	1359427	1361109	774.3	470
EOG09261NLY	Complete	scaffold_4	1350389	1352074	673.7	447
EOG09261NW2	Complete	scaffold_1	1892663	1895438	885.9	632
EOG09261O4Y	Complete	scaffold_1	1843266	1844933	592.6	390
EOG09261O7R	Complete	scaffold_4	1135323	1136915	112.3	238
EOG09261OIA	Complete	scaffold_2	460074	462425	691.1	540
EOG09261OIF	Complete	scaffold_1	237237	239690	662.2	412
EOG09261OKK	Complete	scaffold_2	1974622	1975878	391.0	300
EOG09261OLD	Complete	scaffold_3	1865691	1867151	607.1	409
EOG09261ONU	Complete	scaffold_4	565985	566860	165.5	158
EOG09261OSU	Complete	scaffold_3	1157985	1159631	744.4	437
EOG09261OXD	Fragmented	scaffold_1	1978541	1980469	173.4	368
EOG09261OXV	Complete	scaffold_3	1798876	1802830	637.6	747
EOG09261P7G	Complete	scaffold_2	572844	574355	302.4	258
EOG09261PJZ	Complete	scaffold_2	279913	281136	229.5	150
EOG09261PNZ	Complete	scaffold_2	718203	720188	315.9	407
EOG09261PUF	Complete	scaffold_3	777404	779395	720.6	413
EOG09261Q18	Complete	scaffold_4	200502	202499	452.4	393
EOG09261Q5L	Complete	scaffold_2	1005828	1007946	349.9	325
EOG09261QR5	Complete	scaffold_1	2439667	2441391	457.0	449
EOG09261QR8	Complete	scaffold_4	480926	482569	402.2	342
EOG09261QXC	Complete	scaffold_2	1465321	1466838	797.8	453
EOG09261QYO	Complete	scaffold_3	819979	822840	461.3	456
EOG09261RFF	Complete	scaffold_2	1449255	1451585	539.1	353
EOG09261RU1	Complete	scaffold_4	552563	554053	631.3	378
EOG09261RWJ	Complete	scaffold_3	878576	880258	803.7	454
EOG09261RWU	Complete	scaffold_3	1442398	1444086	361.7	352
