# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/S.cerevisiae_M3836/predict_misc/genome.softmasked.fa -o s.cerevisiae_m3836_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m genome -c 28 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09260AZA	Complete	scaffold_14	197892	200936	1526.9	844
EOG09260AZK	Complete	scaffold_3	389701	393003	757.2	677
EOG09260AZM	Complete	scaffold_14	64017	67187	1389.5	823
EOG09260B3H	Complete	scaffold_17	182605	185700	614.7	449
EOG09260B3X	Complete	scaffold_8	442985	445849	946.1	677
EOG09260B65	Complete	scaffold_7	47889	51191	472.2	714
EOG09260BFE	Complete	scaffold_6	371718	374210	378.2	481
EOG09260BL6	Complete	scaffold_17	214824	218024	573.2	544
EOG09260BRA	Complete	scaffold_5	705588	708005	614.5	385
EOG09260BSW	Complete	scaffold_6	225031	228363	987.8	678
EOG09260BYL	Complete	scaffold_2	187891	190323	1014.8	560
EOG09260BZ0	Complete	scaffold_10	266945	270407	700.8	707
EOG09260C2V	Complete	scaffold_19	153993	156350	633.6	691
EOG09260C5W	Complete	scaffold_11	372083	378127	878.7	1256
EOG09260CKC	Complete	scaffold_4	827508	830561	683.0	687
EOG09260CMZ	Complete	scaffold_5	222124	225201	518.3	637
EOG09260DBG	Complete	scaffold_2	608123	611227	1218.2	772
EOG09260DFH	Complete	scaffold_1	99267	102380	874.6	821
EOG09260DFJ	Complete	scaffold_14	28884	32843	437.4	593
EOG09260DP1	Complete	scaffold_4	316781	320508	1093.0	771
EOG09260DUR	Complete	scaffold_3	171328	174549	485.8	501
EOG09260DUW	Complete	scaffold_3	576978	580076	602.5	689
EOG09260DXP	Complete	scaffold_9	468362	471595	892.2	777
EOG09260E2O	Complete	scaffold_16	213011	215782	1105.2	685
EOG09260E8K	Complete	scaffold_4	777864	781142	1074.9	814
EOG09260EAZ	Complete	scaffold_1	21839	25060	637.2	836
EOG09260EE7	Complete	scaffold_31	49050	51881	963.1	713
EOG09260EOI	Complete	scaffold_19	67191	71015	370.0	794
EOG09260EPQ	Complete	scaffold_1	113924	116818	892.3	622
EOG09260EPS	Complete	scaffold_33	50491	53964	151.9	368
EOG09260EQD	Complete	scaffold_4	353622	356612	277.1	394
EOG09260ERO	Complete	scaffold_7	36999	40073	1482.3	883
EOG09260ETR	Complete	scaffold_6	273665	276835	1413.3	833
EOG09260EZT	Complete	scaffold_5	12110	14689	549.5	551
EOG09260FFP	Complete	scaffold_12	152014	154152	258.2	185
EOG09260FKU	Complete	scaffold_31	53774	55780	226.3	365
EOG09260FL2	Complete	scaffold_3	430041	432437	601.6	692
EOG09260FMW	Complete	scaffold_18	113676	117029	1109.5	704
EOG09260FPA	Complete	scaffold_13	88838	92863	757.2	777
EOG09260FX0	Complete	scaffold_5	145517	149230	672.5	789
EOG09260FZZ	Complete	scaffold_2	704147	707236	539.5	686
EOG09260GF5	Complete	scaffold_3	797982	802469	739.5	1018
EOG09260GIX	Complete	scaffold_3	849063	851330	436.8	461
EOG09260GKG	Complete	scaffold_4	40100	43021	1181.9	796
EOG09260GOF	Complete	scaffold_15	163877	166314	432.7	336
EOG09260GR8	Complete	scaffold_12	219300	221966	389.1	575
EOG09260H6E	Complete	scaffold_2	436180	438042	309.6	262
EOG09260H81	Complete	scaffold_6	21217	24933	414.9	608
EOG09260HMA	Complete	scaffold_18	228539	231124	1104.1	781
EOG09260HPO	Complete	scaffold_1	900512	903388	1312.7	797
EOG09260HS3	Complete	scaffold_31	14142	16898	602.0	749
EOG09260HSP	Complete	scaffold_14	240578	243109	1067.6	597
EOG09260IU8	Complete	scaffold_5	744174	747188	357.4	632
EOG09260J53	Complete	scaffold_15	270324	272612	911.0	589
EOG09260J8F	Complete	scaffold_6	100770	103214	696.4	460
EOG09260J97	Complete	scaffold_4	563998	566562	645.8	528
EOG09260JDM	Complete	scaffold_1	328772	330991	323.2	300
EOG09260JED	Complete	scaffold_10	356145	359126	1116.3	739
EOG09260JJW	Complete	scaffold_7	187315	189633	626.5	528
EOG09260JNY	Complete	scaffold_2	812612	816186	259.3	394
EOG09260JO5	Complete	scaffold_18	161789	165787	971.5	823
EOG09260JPV	Complete	scaffold_7	294242	296887	565.9	647
EOG09260JT9	Complete	scaffold_5	671619	674672	1151.2	686
EOG09260JTZ	Complete	scaffold_30	75920	78727	1031.6	783
EOG09260K24	Complete	scaffold_1	965727	967907	727.4	587
EOG09260K29	Complete	scaffold_18	205844	207580	324.2	275
EOG09260K4B	Complete	scaffold_5	118488	121340	697.5	521
EOG09260K4V	Complete	scaffold_5	690804	693911	977.9	767
EOG09260K5F	Complete	scaffold_14	93432	95849	465.1	586
EOG09260KCB	Complete	scaffold_6	447869	450388	338.9	454
EOG09260KCW	Complete	scaffold_11	5788	7953	987.0	570
EOG09260KDB	Complete	scaffold_7	136133	138892	947.1	737
EOG09260KGS	Complete	scaffold_7	372691	375807	390.5	567
EOG09260KIY	Complete	scaffold_14	58337	60172	546.3	364
EOG09260KM4	Complete	scaffold_2	464874	466157	242.7	252
EOG09260KNI	Complete	scaffold_2	712114	713337	310.8	289
EOG09260KNR	Complete	scaffold_7	482065	484293	560.2	443
EOG09260KUC	Complete	scaffold_1	693491	696136	832.9	571
EOG09260KWP	Complete	scaffold_30	18607	21333	731.4	536
EOG09260LBU	Complete	scaffold_13	94017	96320	1076.9	660
EOG09260LI6	Complete	scaffold_16	270074	273130	692.1	668
EOG09260LJ8	Complete	scaffold_6	63416	65425	509.2	478
EOG09260LRX	Complete	scaffold_9	397033	400140	535.6	571
EOG09260LS9	Complete	scaffold_19	50033	50953	370.0	238
EOG09260LVD	Complete	scaffold_2	276670	278229	210.0	324
EOG09260M44	Complete	scaffold_29	43237	46305	323.2	605
EOG09260M87	Complete	scaffold_18	158367	161009	739.4	569
EOG09260MBW	Complete	scaffold_31	70973	73552	406.3	511
EOG09260MRU	Complete	scaffold_1	280427	282736	935.9	623
EOG09260N2T	Complete	scaffold_2	392381	394606	386.9	528
EOG09260N53	Complete	scaffold_4	816916	819156	545.8	523
EOG09260NAN	Complete	scaffold_12	258393	262851	189.5	362
EOG09260NC6	Complete	scaffold_8	165760	168036	868.1	553
EOG09260NE0	Complete	scaffold_3	688108	689628	118.9	130
EOG09260NHB	Complete	scaffold_2	674181	677489	302.6	702
EOG09260NHN	Complete	scaffold_22	28259	31714	1154.8	791
EOG09260NJW	Complete	scaffold_14	108209	111046	978.4	721
EOG09260NNR	Complete	scaffold_8	234378	236750	904.3	546
EOG09260NWN	Complete	scaffold_4	729851	732736	768.0	727
EOG09260NXC	Complete	scaffold_2	229172	232333	583.4	550
EOG09260NXJ	Complete	scaffold_11	366365	368887	604.8	674
EOG09260NY2	Complete	scaffold_5	730779	733511	434.7	559
EOG09260NZ8	Complete	scaffold_1	296817	298347	529.8	387
EOG09260OCI	Complete	scaffold_4	625323	628472	259.8	439
EOG09260OE9	Complete	scaffold_20	1494	5822	529.1	748
EOG09260OLB	Complete	scaffold_6	352195	353958	263.3	277
EOG09260OM6	Complete	scaffold_21	13344	15602	1068.3	668
EOG09260OQ8	Complete	scaffold_5	739439	743082	851.5	724
EOG09260OZU	Complete	scaffold_2	755198	759460	540.1	887
EOG09260P2K	Complete	scaffold_10	261407	264535	559.6	548
EOG09260P5R	Complete	scaffold_13	141373	143136	304.0	205
EOG09260PI1	Complete	scaffold_2	487844	490312	389.9	432
EOG09260PJ9	Complete	scaffold_4	464143	467295	394.5	305
EOG09260QNB	Complete	scaffold_6	417288	419555	656.7	576
EOG09260QVP	Complete	scaffold_16	44788	47070	282.4	326
EOG09260R84	Complete	scaffold_14	20182	23634	247.1	370
EOG09260R9L	Complete	scaffold_12	64099	67169	282.0	410
EOG09260RGH	Complete	scaffold_8	353713	356280	605.7	517
EOG09260RNZ	Complete	scaffold_2	600031	602592	375.9	526
EOG09260RRC	Complete	scaffold_20	64155	66494	848.9	580
EOG09260RRN	Complete	scaffold_32	39310	43530	1188.1	746
EOG09260RS7	Complete	scaffold_4	94342	96480	578.1	504
EOG09260RVQ	Complete	scaffold_6	282334	285195	337.6	439
EOG09260S2Z	Complete	scaffold_3	102533	105316	419.0	588
EOG09260S3L	Complete	scaffold_16	242819	245209	325.3	416
EOG09260S5R	Complete	scaffold_7	392006	394084	506.5	414
EOG09260SAH	Complete	scaffold_8	268931	271414	491.1	486
EOG09260SIZ	Complete	scaffold_10	281494	283689	791.0	572
EOG09260SJV	Complete	scaffold_18	117424	120243	803.3	689
EOG09260SL3	Complete	scaffold_5	314474	316813	1065.6	597
EOG09260SR2	Complete	scaffold_14	206718	209816	511.3	692
EOG09260SRF	Complete	scaffold_7	241027	243180	1098.7	605
EOG09260T28	Complete	scaffold_11	285621	288455	693.6	626
EOG09260T4S	Complete	scaffold_3	714072	716636	542.7	485
EOG09260TDY	Complete	scaffold_9	381824	383995	222.6	372
EOG09260THV	Complete	scaffold_5	492104	493654	406.2	307
EOG09260TLW	Complete	scaffold_17	154069	156348	701.9	562
EOG09260TPT	Complete	scaffold_6	129196	132025	328.2	377
EOG09260TUT	Complete	scaffold_17	194529	196784	760.7	465
EOG09260TVA	Complete	scaffold_5	338553	340709	1054.9	593
EOG09260TWS	Duplicated	scaffold_4	494172	496253	916.6	570
EOG09260TWS	Duplicated	scaffold_8	12042	14120	904.6	569
EOG09260U6R	Complete	scaffold_32	8869	11391	702.7	567
EOG09260UA2	Complete	scaffold_8	343511	345253	596.0	395
EOG09260UJK	Complete	scaffold_5	553987	555837	293.0	380
EOG09260UXC	Complete	scaffold_30	29215	31929	529.1	517
EOG09260V5Q	Complete	scaffold_16	31589	34114	920.1	649
EOG09260V8Q	Complete	scaffold_24	91952	94684	311.9	309
EOG09260VCG	Complete	scaffold_3	71225	75205	280.2	281
EOG09260VEY	Complete	scaffold_9	400575	402833	422.2	512
EOG09260VHV	Complete	scaffold_17	189255	191684	505.1	547
EOG09260VTA	Complete	scaffold_12	245236	247023	741.1	494
EOG09260VTN	Complete	scaffold_30	3328	6420	686.5	468
EOG09260VYK	Complete	scaffold_7	440500	442206	647.0	446
EOG09260W52	Complete	scaffold_2	362372	364405	400.5	472
EOG09260W8D	Complete	scaffold_4	293882	295978	647.3	608
EOG09260W9L	Complete	scaffold_11	340259	342718	248.1	192
EOG09260WCZ	Complete	scaffold_4	449436	451799	396.8	543
EOG09260WG2	Complete	scaffold_6	145792	148140	579.0	528
EOG09260WGT	Complete	scaffold_19	101702	104209	622.0	441
EOG09260WU6	Complete	scaffold_22	48590	50776	365.1	368
EOG09260WUA	Complete	scaffold_2	10309	11973	322.8	391
EOG09260WUS	Complete	scaffold_23	4880	7495	560.7	668
EOG09260WYQ	Complete	scaffold_1	610397	612826	925.9	616
EOG09260XH5	Complete	scaffold_1	230831	232435	513.7	404
EOG09260XL0	Complete	scaffold_23	113356	115326	627.4	487
EOG09260XMI	Complete	scaffold_10	182786	184687	543.9	542
EOG09260XOG	Complete	scaffold_5	344578	346701	1012.5	577
EOG09260XQV	Complete	scaffold_3	427701	429758	536.5	444
EOG09260XSR	Complete	scaffold_32	63014	67555	256.2	329
EOG09260Y2Q	Complete	scaffold_3	156213	157502	423.3	328
EOG09260YMF	Complete	scaffold_11	32888	35200	835.0	570
EOG09260Z3X	Complete	scaffold_4	382738	384423	784.2	459
EOG09260Z5E	Complete	scaffold_1	594930	597848	682.0	732
EOG09260ZG2	Complete	scaffold_13	182514	184448	507.2	427
EOG09260ZWU	Complete	scaffold_24	41069	43282	1142.5	621
EOG09261031	Complete	scaffold_17	177456	178895	412.5	342
EOG092610KH	Complete	scaffold_6	533265	535250	681.3	445
EOG092610LP	Complete	scaffold_10	274445	276589	988.6	571
EOG092610LQ	Complete	scaffold_4	542785	544662	342.9	246
EOG092610QT	Complete	scaffold_3	2972	4936	326.3	386
EOG092610TN	Complete	scaffold_1	605661	607991	666.4	618
EOG092610VI	Complete	scaffold_2	493562	497365	1269.5	1020
EOG092610ZY	Complete	scaffold_19	135616	138630	1132.2	866
EOG09261127	Complete	scaffold_4	332084	333910	821.2	437
EOG0926112A	Complete	scaffold_8	162538	165423	701.7	737
EOG09261145	Duplicated	scaffold_3	85752	87470	824.6	476
EOG09261145	Duplicated	scaffold_5	75627	77345	827.9	473
EOG0926115P	Complete	scaffold_8	546383	549037	250.2	266
EOG0926115V	Complete	scaffold_4	500087	501787	142.2	191
EOG092611G7	Complete	scaffold_6	81263	83527	655.2	528
EOG092611HB	Complete	scaffold_2	61466	62872	376.6	302
EOG09261225	Duplicated	scaffold_28	90528	94527	939.7	504
EOG09261225	Duplicated	scaffold_4	721438	725437	939.7	504
EOG0926129I	Complete	scaffold_12	328310	330265	519.1	474
EOG092612AK	Complete	scaffold_11	28181	30649	411.1	493
EOG092612CC	Complete	scaffold_20	154281	156296	298.3	219
EOG092612J3	Complete	scaffold_11	150355	152226	264.1	430
EOG092612LP	Complete	scaffold_2	343651	346071	769.0	528
EOG092612MY	Complete	scaffold_12	66983	70036	733.2	711
EOG092612XD	Complete	scaffold_4	387171	390248	942.6	871
EOG0926131E	Complete	scaffold_1	670154	671398	537.2	280
EOG0926133I	Complete	scaffold_19	160256	162244	742.5	515
EOG0926137U	Complete	scaffold_23	121104	123731	696.6	602
EOG092613QA	Complete	scaffold_17	156790	158580	405.1	337
EOG092613R2	Complete	scaffold_2	840241	842754	575.2	529
EOG092613S3	Complete	scaffold_10	83726	85606	407.8	298
EOG092613UB	Complete	scaffold_2	611531	615200	559.4	403
EOG09261404	Complete	scaffold_32	4707	8411	488.7	454
EOG0926140Q	Complete	scaffold_4	251872	253911	927.9	528
EOG0926142H	Complete	scaffold_5	212986	214914	500.4	445
EOG0926142Y	Duplicated	scaffold_1	832673	834913	547.4	524
EOG0926142Y	Duplicated	scaffold_2	714351	716525	537.3	524
EOG0926146A	Complete	scaffold_21	103543	106767	715.6	525
EOG09261476	Complete	scaffold_8	168399	172397	441.5	425
EOG092614DJ	Complete	scaffold_3	404455	406158	354.1	309
EOG092614E6	Complete	scaffold_13	210653	212485	873.9	479
EOG092614O9	Complete	scaffold_25	71993	74717	648.4	520
EOG092614UB	Complete	scaffold_12	235529	237337	427.9	319
EOG092614ZG	Complete	scaffold_26	77970	79547	331.1	345
EOG0926158Y	Complete	scaffold_1	294128	296329	394.8	376
EOG092615CC	Complete	scaffold_28	32667	35895	641.7	459
EOG092615IE	Complete	scaffold_2	564960	567269	636.2	533
EOG092615SM	Complete	scaffold_4	601472	603838	673.8	583
EOG092615Y4	Complete	scaffold_10	32399	34211	563.2	383
EOG09261660	Complete	scaffold_7	206115	207998	428.7	413
EOG09261666	Complete	scaffold_28	15474	17546	386.3	448
EOG092616QN	Complete	scaffold_2	863181	865619	622.6	547
EOG092616YZ	Duplicated	scaffold_3	541189	543270	1045.0	660
EOG092616YZ	Duplicated	scaffold_8	341086	343167	1011.1	659
EOG09261727	Complete	scaffold_6	480689	483586	344.2	663
EOG092617AN	Complete	scaffold_3	749907	753458	1228.4	803
EOG092617RN	Duplicated	scaffold_4	807488	809329	1083.8	572
EOG092617RN	Duplicated	scaffold_6	150389	152230	1081.7	572
EOG092617RY	Complete	scaffold_2	808361	810169	244.5	346
EOG092617S2	Complete	scaffold_7	402470	404521	532.1	491
EOG09261801	Complete	scaffold_9	218419	220317	329.9	330
EOG092618J9	Complete	scaffold_3	760839	762905	379.8	377
EOG092618M2	Complete	scaffold_3	266234	268480	341.3	288
EOG092618UZ	Complete	scaffold_14	260892	262607	221.3	277
EOG0926195C	Complete	scaffold_4	71494	73593	213.6	324
EOG092619EA	Complete	scaffold_1	957626	959485	673.7	439
EOG092619GP	Complete	scaffold_12	300360	302204	390.6	382
EOG092619L1	Complete	scaffold_2	421503	423350	414.5	402
EOG092619MJ	Complete	scaffold_4	128901	130829	586.1	467
EOG092619NK	Complete	scaffold_3	520538	522481	898.1	546
EOG092619RJ	Fragmented	scaffold_14	243470	245413	557.7	554
EOG092619VG	Complete	scaffold_7	369065	371341	369.2	404
EOG09261A3K	Complete	scaffold_6	86400	89306	977.6	755
EOG09261ABB	Complete	scaffold_15	205604	207698	492.4	424
EOG09261ACJ	Complete	scaffold_2	448178	450067	253.8	437
EOG09261AH9	Complete	scaffold_19	88275	90182	634.3	490
EOG09261AMX	Duplicated	scaffold_3	150960	152654	619.5	396
EOG09261AMX	Duplicated	scaffold_5	141680	143197	610.7	385
EOG09261B14	Complete	scaffold_11	315108	317309	444.1	454
EOG09261B18	Complete	scaffold_4	594413	599800	500.1	823
EOG09261B3Q	Complete	scaffold_7	29773	31920	455.0	467
EOG09261B6Y	Complete	scaffold_16	209249	210793	666.4	410
EOG09261BP0	Complete	scaffold_11	117053	118777	396.7	392
EOG09261BPJ	Complete	scaffold_15	1399	3399	437.3	465
EOG09261C0G	Complete	scaffold_21	129675	131819	552.9	555
EOG09261CM0	Complete	scaffold_9	384185	386254	520.6	522
EOG09261CQG	Complete	scaffold_10	376956	378620	665.9	486
EOG09261CWO	Complete	scaffold_24	77173	79578	326.5	407
EOG09261CXQ	Complete	scaffold_2	663999	667103	353.8	377
EOG09261D4D	Complete	scaffold_1	531489	533204	530.6	386
EOG09261DG0	Complete	scaffold_9	322668	325616	208.8	245
EOG09261DGU	Complete	scaffold_11	188669	190705	658.2	502
EOG09261DHR	Complete	scaffold_10	374451	376517	868.0	526
EOG09261DJC	Complete	scaffold_13	269735	271291	236.9	331
EOG09261DRB	Complete	scaffold_12	58409	60307	168.5	255
EOG09261DW8	Complete	scaffold_23	53439	55169	542.5	426
EOG09261EAB	Complete	scaffold_29	68190	69746	489.3	333
EOG09261EM7	Complete	scaffold_6	588472	590361	317.8	325
EOG09261EMF	Complete	scaffold_4	152732	154840	247.9	270
EOG09261EU7	Complete	scaffold_11	201708	203645	338.8	256
EOG09261EY9	Complete	scaffold_1	744748	746778	475.3	486
EOG09261F73	Complete	scaffold_2	820250	821767	797.2	412
EOG09261F9G	Complete	scaffold_15	116054	116701	174.8	138
EOG09261FAB	Complete	scaffold_12	320544	321578	185.4	225
EOG09261FAX	Complete	scaffold_9	311165	313051	417.5	437
EOG09261FH7	Duplicated	scaffold_12	278345	280336	679.5	502
EOG09261FH7	Duplicated	scaffold_4	296214	298232	641.0	497
EOG09261FM4	Complete	scaffold_6	134328	135995	398.0	390
EOG09261G1Y	Duplicated	scaffold_2	602978	605095	1179.8	619
EOG09261G1Y	Duplicated	scaffold_3	794470	796599	1180.9	640
EOG09261G4Z	Fragmented	scaffold_13	309607	311088	246.3	275
EOG09261G92	Complete	scaffold_1	748613	749869	304.9	219
EOG09261H5E	Complete	scaffold_4	274027	275691	478.3	376
EOG09261HB6	Complete	scaffold_7	384842	386185	407.4	302
EOG09261HM3	Complete	scaffold_15	127901	129589	880.5	483
EOG09261HQU	Complete	scaffold_2	512835	515250	190.9	256
EOG09261HZD	Complete	scaffold_17	61049	62803	503.2	392
EOG09261I0F	Complete	scaffold_6	413391	414827	336.1	323
EOG09261I1G	Complete	scaffold_20	166313	169012	419.9	410
EOG09261I1I	Complete	scaffold_20	135922	138285	519.2	527
EOG09261I8J	Complete	scaffold_2	687317	688732	364.4	368
EOG09261IBJ	Complete	scaffold_11	152568	155051	511.9	494
EOG09261ICI	Complete	scaffold_16	103094	104572	415.3	318
EOG09261IEH	Complete	scaffold_1	540193	541848	406.8	329
EOG09261IEV	Complete	scaffold_3	346261	347649	297.4	399
EOG09261IFQ	Complete	scaffold_29	48666	50867	433.2	597
EOG09261IOS	Complete	scaffold_9	109059	110960	604.0	388
EOG09261J0P	Complete	scaffold_20	30160	31878	939.0	494
EOG09261JCQ	Complete	scaffold_20	15440	17146	521.5	356
EOG09261JR0	Complete	scaffold_2	4865	6347	384.9	307
EOG09261JUE	Complete	scaffold_13	305267	307003	799.3	460
EOG09261JVS	Complete	scaffold_8	388033	389688	357.0	313
EOG09261JWS	Complete	scaffold_4	30979	32745	500.7	379
EOG09261K9J	Complete	scaffold_7	415591	417342	332.3	392
EOG09261KHB	Complete	scaffold_8	258422	259975	985.2	455
EOG09261KRX	Missing
EOG09261KZ6	Duplicated	scaffold_10	192711	194468	407.9	262
EOG09261KZ6	Duplicated	scaffold_9	325820	327493	379.1	288
EOG09261L4M	Complete	scaffold_5	114349	116166	609.6	486
EOG09261LEU	Complete	scaffold_10	38957	40789	333.1	274
EOG09261LPY	Complete	scaffold_30	24530	25927	428.7	279
EOG09261LV7	Complete	scaffold_18	142328	144403	358.3	442
EOG09261M4S	Complete	scaffold_17	21920	23410	395.5	329
EOG09261M78	Complete	scaffold_5	79085	80626	564.0	399
EOG09261MG9	Complete	scaffold_5	645129	646709	680.2	396
EOG09261MMR	Complete	scaffold_2	423886	425427	416.1	371
EOG09261MOX	Complete	scaffold_9	508974	510893	418.0	542
EOG09261MPU	Complete	scaffold_1	381769	383217	578.0	342
EOG09261N20	Complete	scaffold_2	659701	661128	185.4	279
EOG09261N2L	Complete	scaffold_2	805500	806984	276.2	285
EOG09261N64	Complete	scaffold_6	94774	96288	733.1	433
EOG09261NLR	Complete	scaffold_4	51806	53482	761.6	434
EOG09261NLY	Complete	scaffold_8	481423	483081	711.2	447
