# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/S.cerevisiae_S288C/predict_misc/genome.softmasked.fa -o s.cerevisiae_s288c_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m genome -c 28 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09261B6Y	Complete	scaffold_14	216693	218237	666.4	410
EOG09261BP0	Complete	scaffold_9	306126	307850	396.8	394
EOG09261BPJ	Complete	scaffold_9	417555	419555	437.3	465
EOG09261C0G	Complete	scaffold_15	40421	42565	551.5	555
EOG09261CM0	Complete	scaffold_1	1130997	1133066	518.2	525
EOG09261CQG	Complete	scaffold_12	140004	143551	635.8	508
EOG09261CWO	Complete	scaffold_11	484783	487188	325.6	446
EOG09261CXQ	Complete	scaffold_6	693380	696482	354.1	378
EOG09261D4D	Complete	scaffold_2	564477	566192	533.6	386
EOG09261DG0	Complete	scaffold_1	1191930	1194878	210.5	245
EOG09261DGU	Complete	scaffold_9	234315	236351	652.9	502
EOG09261DHR	Complete	scaffold_12	143989	146055	867.9	526
EOG09261DJC	Complete	scaffold_11	164526	166082	237.2	331
EOG09261DRB	Complete	scaffold_4	68579	70477	168.7	263
EOG09261DW8	Complete	scaffold_4	543970	545700	541.8	423
EOG09261EAB	Complete	scaffold_11	73771	75327	489.3	333
EOG09261EM7	Complete	scaffold_8	695598	697487	317.0	325
EOG09261EMF	Complete	scaffold_1	814450	816558	245.9	270
EOG09261EU7	Complete	scaffold_9	221385	223322	338.8	256
EOG09261EY9	Complete	scaffold_2	790212	792242	473.1	486
EOG09261F73	Complete	scaffold_6	850073	851590	797.2	412
EOG09261F9G	Complete	scaffold_9	544057	544704	174.8	138
EOG09261FAB	Complete	scaffold_4	336232	337266	185.4	225
EOG09261FAX	Complete	scaffold_1	1204490	1206376	417.5	437
EOG09261FH7	Duplicated	scaffold_1	669014	671032	641.2	497
EOG09261FH7	Duplicated	scaffold_4	294092	296083	679.7	502
EOG09261FM4	Complete	scaffold_8	235997	237664	397.9	390
EOG09261G1Y	Duplicated	scaffold_5	96496	98625	1181.8	640
EOG09261G1Y	Duplicated	scaffold_6	632354	634471	1179.8	619
EOG09261G4Z	Fragmented	scaffold_11	124737	126218	244.5	275
EOG09261G92	Complete	scaffold_2	794077	795333	304.7	219
EOG09261H5E	Complete	scaffold_1	691547	693211	477.8	375
EOG09261HB6	Complete	scaffold_10	387205	388548	407.4	302
EOG09261HM3	Complete	scaffold_9	555906	557594	880.5	483
EOG09261HQU	Complete	scaffold_6	542977	545388	190.9	256
EOG09261HZD	Complete	scaffold_3	886078	887832	502.3	392
EOG09261I0F	Complete	scaffold_8	508778	510214	336.1	323
EOG09261I1G	Complete	scaffold_4	799697	802396	419.7	410
EOG09261I1I	Complete	scaffold_4	769318	771678	520.6	530
EOG09261I8J	Complete	scaffold_6	716714	718129	364.7	368
EOG09261IBJ	Complete	scaffold_9	269996	272479	512.1	494
EOG09261ICI	Complete	scaffold_14	109192	110670	415.3	318
EOG09261IEH	Complete	scaffold_2	573176	574831	405.8	329
EOG09261IEV	Complete	scaffold_5	552017	553405	298.6	399
EOG09261IFQ	Complete	scaffold_11	53901	56102	436.4	597
EOG09261IOS	Complete	scaffold_1	1412366	1414267	604.0	388
EOG09261J0P	Complete	scaffold_4	663286	665004	939.0	494
EOG09261JCQ	Complete	scaffold_4	642632	644338	521.5	356
EOG09261JR0	Complete	scaffold_6	11693	13175	384.9	307
EOG09261JUE	Complete	scaffold_11	128825	130561	800.0	462
EOG09261JVS	Complete	scaffold_7	620867	622522	357.0	313
EOG09261JWS	Complete	scaffold_1	948515	950281	501.7	379
EOG09261K9J	Complete	scaffold_10	417953	419704	332.3	392
EOG09261KHB	Complete	scaffold_7	491263	492816	985.2	455
EOG09261KRX	Missing
EOG09261KZ6	Duplicated	scaffold_1	1190053	1191726	379.3	288
EOG09261KZ6	Duplicated	scaffold_12	328306	330063	407.9	262
EOG09261L4M	Complete	scaffold_3	695421	697238	610.5	488
EOG09261LEU	Complete	scaffold_12	482005	483837	332.7	274
EOG09261LPY	Complete	scaffold_8	40618	42015	428.7	279
EOG09261LV7	Complete	scaffold_4	910235	912310	358.3	442
EOG09261M4S	Complete	scaffold_3	846938	848428	395.5	329
EOG09261M78	Complete	scaffold_3	736667	738208	563.0	399
EOG09261MG9	Complete	scaffold_3	145815	147395	680.2	396
EOG09261MMR	Complete	scaffold_6	454014	455555	416.1	371
EOG09261MOX	Complete	scaffold_1	1000101	1002020	419.2	542
EOG09261MPU	Complete	scaffold_2	414460	415908	578.0	342
EOG09261N20	Complete	scaffold_6	689082	690509	182.8	279
EOG09261N2L	Complete	scaffold_6	835325	836809	275.4	285
EOG09261N64	Complete	scaffold_8	196427	197944	729.7	433
EOG09261NLR	Complete	scaffold_1	927449	929095	763.7	454
EOG09261NLY	Complete	scaffold_7	714802	716460	711.2	447
EOG09261NW2	Complete	scaffold_2	749302	751887	914.7	617
EOG09261O4Y	Complete	scaffold_11	328502	330203	609.6	390
